nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category
C'BEZT CARINGIN-BANDUNG,"3H59+92W, JL. HOLIS",bandung kulon,3.8,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Medium (3.5-4.0)
MR KRIUK FRIED CHICKEN CARINGIN BANDUNG,JL. BOJONG RAYA NO.42-30,bandung kulon,4.573469387755103,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
BBQDIRUMAH BANDUNG KOTA KOREAN GRILL & SEWA ALAT,JL. CIBUNTU BARAT NO.87,bandung kulon,5.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
TIERRA CAFFE,JL. JEND. SUDIRMAN NO.672,andir,5.0,Rp 50.000 - 100.000,99119.0,4.22,23487.91,1.0,20.0,34.0,Very High (4.5-5.0)
BUDGET CATERING,JL. SOEKARNO HATTA NO.34,bandung kidul,5.0,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Very High (4.5-5.0)
PABRIK DIMSUM YANG BANDUNG,"JL. TERUSAN NAKO NO.19, RT.003/RW.11",bandung kulon,5.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
SALT IN TABLE,BANDUNG KULON CIGONDEWAH KALER,bandung kulon,5.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
FAREL PATISSERIE CAFE,JL. TERUSAN BUAH BATU NO.259,bandung kidul,4.5,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,High (4.0-4.5)
SPICY CHICKEN WINGS,JL. CIPARAY NO.11B,bandung kidul,3.3,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Low (≤3.5)
RESTO SI BOY,JL. PUSKESMAS NO.144,bandung kidul,5.0,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Very High (4.5-5.0)
VI-RESTO & CAFE,"JALAN HAJI BARDAN RAYA NO.33, LOGAM",bandung kidul,5.0,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Very High (4.5-5.0)
HOLLAND BAKERY,JL. TERUSAN BUAH BATU NO.251,bandung kidul,4.5,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,High (4.0-4.5)
FOEK TAKEAWAY BUAH BATU,JL. TERUSAN BUAH BATU NO.300,bandung kidul,5.0,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Very High (4.5-5.0)
SWEETTY DESSERT BANDUNG,"TOPINDO BUAH BATU RESIDENCE, JL. H. BARDAN RAYA NO.6A",bandung kidul,4.420967741935484,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,High (4.0-4.5)
MESTER DIMSUM,"KOMP, JALAN JAKAMUSTIKA, BLK. A JL. JAKAPURWA NO.7",bandung kidul,4.0,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Medium (3.5-4.0)
MYMEAL CATERING BANDUNG,JL. BATUNUNGGAL MULIA Ⅺ NO.29,bandung kidul,4.2,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,High (4.0-4.5)
BATUNUNGGAL BEAUTIFUL FOOD COURT,"2JQF+CPP, JL. BATUNUNGGAL INDAH II",bandung kidul,3.8,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Medium (3.5-4.0)
COFFEE DIGITAL,JL. BATUNUNGGAL INDAH IV NO.71,bandung kidul,4.7,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Very High (4.5-5.0)
BOENDA CORNER,KOMPLEK AMAYA RESIDENCE BLOK C NO. 2,bandung kidul,4.6,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Very High (4.5-5.0)
MAW SATE,JL. SUTERA ASRI NO.10,bandung kidul,4.420967741935484,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,High (4.0-4.5)
KARAMEL DESSERT ID,"AMAYA RESIDENCE, JL. SUKA ATI",bandung kidul,5.0,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Very High (4.5-5.0)
KOPIBRAY.CIGERELENG,"JL. MOCH. TOHA GG. SALPIAN NO.104 RT 04, RT.04/RW.01",bandung kidul,5.0,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Very High (4.5-5.0)
OKANE IZAKAYA,"NO.452-A, JL. SOEKARNO HATTA",bandung kidul,4.9,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Very High (4.5-5.0)
MEATANDFISH BANDUNG,JL. PARAKAN ASRI NO.62,bandung kidul,4.420967741935484,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,High (4.0-4.5)
MEATHOUSE DELIVERY BANDUNG,JL. BATU INDAH Ⅺ NO.32,bandung kidul,4.420967741935484,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,High (4.0-4.5)
NASI KALONG,JL. BATUNUNGGAL INDAH RAYA NO.237,bandung kidul,4.0,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Medium (3.5-4.0)
TUTUP,"JL. SEKELIMUS UTARA GG. BAPANG NO.145, RT.06/RW.08",bandung kidul,4.4,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,High (4.0-4.5)
GARMELIA BAKERY BATUNUNGGAL,"JL. BATUNUNGGAL INDAH 4, NO. 19, MENGGER, BANDUNG KIDUL",bandung kidul,4.6,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Very High (4.5-5.0)
J&C COOKIES,RUKO PASAR MODERN BATUNUNGGAL RD,bandung kidul,4.8,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Very High (4.5-5.0)
SENTRA DIMSUM INDONESIA CAB. BUAH BATU,JL. TERUSAN BUAH BATU NO.69,bandung kidul,4.8,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Very High (4.5-5.0)
RESTORAN SEDERHANA MASAKAN PADANG,JL. SOEKARNO HATTA NO.508,bandung kidul,4.5,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,High (4.0-4.5)
BE DIMSUM BATUNUNGGAL,JL. BATUNUNGGAL INDAH RAYA RUKO NO. 154,bandung kidul,1.0,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Low (≤3.5)
LOGAM FOOD COURT,JL. LOGAM NO.39,bandung kidul,4.5,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,High (4.0-4.5)
CAFE JODA,2JVR+H35,bandung kidul,5.0,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Very High (4.5-5.0)
COFFEE ON,JL. TERUSAN BUAH BATU NO.181,bandung kidul,4.4,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,High (4.0-4.5)
KEDAI SI POELEN,JL. TERUSAN BUAH BATU NO.190,bandung kidul,4.7,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Very High (4.5-5.0)
PILLOWCAKEBDG,JL. TERUSAN BUAH BATU NO.225,bandung kidul,4.5,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,High (4.0-4.5)
NASI KEBULI PALESTINE,JL. LOGAM NO.39,bandung kidul,4.9,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Very High (4.5-5.0)
GARUDA PERKASA WEDDING,"JL. NAWAWI NO.3, RT.007/RW.010",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
WAROENK T'D3H,"3H8J+JXH, GG. H. ZAKARIA VIII",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
SOUTHWEST SPACE,JL. JAMIKA LAMA NO.51B,babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
ROEMAH SEAFOOD,JL. TERUSAN PASIRKOJA NO.267,babakan ciparay,4.6,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
CHICKEN BAROKAH,"3H9J+HP9, JL. BABAKAN SAWAH, RT.09/RW.03",babakan ciparay,4.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Medium (3.5-4.0)
MOODDAY.ID,"RUMAH PAK MULYADI/IBU ATIN, JALAN BABAKAN CIPARAY GG.MISBAH
  RT05/02 DARI GANG LURUS SAMPAI LAPANG, DEKAT MASJID AL-IKHLAS",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
DIMSUM NENG GEULIS,"3HFM+RCP, UNNAMED ROAD",babakan ciparay,4.53076923076923,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
CITRA BOGA CATERING BANDUNG BY IBU ELLA,JL. PARAKAN III NO.2 A,bandung kidul,4.9,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Very High (4.5-5.0)
RUMAH MAKAN KHAS SUNDA CIBIUK,JL. SOEKARNO HATTA NO.508,bandung kidul,4.5,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,High (4.0-4.5)
FUCABI,JL. BATUNUNGGAL INDAH RAYA NO.132,bandung kidul,4.2,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,High (4.0-4.5)
RESTO DAPUR BATUNUNGGAL,JL. WAAS II NO.97,bandung kidul,4.6,Rp 15.000 - 50.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Very High (4.5-5.0)
RESTO,"SOEKARNO HATTA, JL. SOEKARNO HATTA",bandung kidul,4.7,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Very High (4.5-5.0)
KHUN YA'S KITCHEN,JL. BATUNUNGGAL INDAH RAYA NO.405,bandung kidul,4.7,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Very High (4.5-5.0)
D'BESTO CHICKEN & BURGER,JL. WAAS NO.3C,bandung kidul,2.3,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Low (≤3.5)
OSHI-OSHI SUSHI BATUNUNGGAL,"DEPAN D'BESTO, JL. WAAS B NO.5C",bandung kidul,4.0,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Medium (3.5-4.0)
WARUNG NASI POJOK SICUDEM,"JL. ADHYAKSA RAYA NO.29, RW.004",bandung kidul,4.420967741935484,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,High (4.0-4.5)
WARUNG CHICKEN K'SETRA,JL. RAYA KOPO,babakan ciparay,4.8,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
DIMSUMPARAHYANGAN.CO (DIMSUM & COFFE),"2HVM+9XP, JL. KOPO SARI",babakan ciparay,4.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Medium (3.5-4.0)
DIMSUMPARAHYANGAN.CO (DIMSUM & COFFEE),JL. RAYA KOPO NO.438,babakan ciparay,4.53076923076923,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
NGARIUNG_BBQ,JL. SATRIA WETAN 17 NO.69D BLOK K,babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
BRUNCHYCLUB,"RESIDENCE, JL. PASADENA JL. ALPINA NO.25 B11 NO",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
GEGER BURGER,JL. RAYA KOPO NO.496,babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
GOGI MOGO,JL. RAYA KOPO NO.439,babakan ciparay,4.7,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
MARABANRAKYAT.ID,"WARKOP DJ MART, JL. RAYA KOPO JL. KOPO GG. BAPA NASIH",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
RM FAMILY BARU MASAKAN PADANG,"2HWJ+QWG, JL. CIBOLERANG",babakan ciparay,4.2,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5)
RESTORAN SEAFOOD,"2HVJ+GVX, UNNAMED ROAD",babakan ciparay,4.6,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
MCDONALD'S - KOPO MAS,"KOMP. KOPO MAS REGENCY, KOMPLEK RUKO, JL. KOPO MAS JL. RAYA
  KOPO NO.618",babakan ciparay,4.2,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5)
"HANGRY KOPO - MOON CHICKEN X SAN GYU X AYAM KOPLO X DARI PADA
  X WAI THAI FOOD X ACCHA X HOT SIDE STORY X BU TUMBAR","KOPO MAS REGENCY, KOMPLEK RUKO, JL. RAYA KOPO NO.1 9H, LANTAI",babakan ciparay,3.3,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Low (≤3.5)
DELEG CATERING,"JL. SUMBER HURIP NO.30, RW.12",babakan ciparay,4.6,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
DOSIS CAFE,JL. MAKAM CARINGIN NO.22,babakan ciparay,4.7,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
INTERVAL KOFFIE,JL. KARANGSARI NO.30,babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
WARUNG ASAKAN SUNDA BU UUM,"3H7M+C69, GG. SITUGUNTING BARAT II",babakan ciparay,4.53076923076923,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
MOIN CAFE,JL. SUMBER ENDAH II NO.5,babakan ciparay,4.7,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
REAL MEALS,JL. CARINGIN NO.216,babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
IMAH DJOGLO,JL. SUMBER ENDAH NO.31 23A,babakan ciparay,4.6,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
KEDAI CHIKARA 39,GG. PORIB IV NO.39,babakan ciparay,4.8,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
KRENCHISE HOT SPICY CHICKEN,JL. CARINGIN NO.225-233,babakan ciparay,4.53076923076923,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
MEGA FRIED CHICKEN & GEPREK,JL. CARINGIN NO.101,babakan ciparay,4.53076923076923,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
AYAM PENYET MIRASA,"3H4H+8WQ, JL. CARINGIN",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
DIMSUM CARINGIN,JL. CARINGIN NO.152,babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
BENGKEL DIMSUM,JL. RAYA KOPO NO.424,babakan ciparay,4.8,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
JUSTUS STEAK HOUSE MIKO MALL,"GROUND, MIKO MALL, JL. RAYA KOPO NO.599 FLOOR LOBBY LEVEL. 01",babakan ciparay,4.4,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5)
HAPPY PUPPY KOPO MIKO,JL. RAYA KOPO NO.599,babakan ciparay,4.9,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
MCDONALD'S - PASIRKOJA,"NO.128-130, JL. SOEKARNO HATTA NO.122",babakan ciparay,4.5,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5)
MISS CHINA BANDUNG,JL. HOLIS REGENCY M31,babakan ciparay,4.6,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
YOGYA SUMBER SARI JUNCTION,JL. SUMBER SARI NO.34,babakan ciparay,4.6,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
PT. WINGS FOOD,JL. CARINGIN NO.341,babakan ciparay,4.3,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5)
FROYOU MISNOW • SUMBER SARI JUNCTION,JL. SUMBER SARI NO.34,babakan ciparay,4.9,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
RUMAH MAKAN BILLITON,"KOMPLEK, JL. HOLIS REGENCY NO.13 KAV M",babakan ciparay,4.5,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5)
PEPES MAS OJAN KHAS SEMARANG,JL. SUMBER ASIH NO.7-36 NO 87,babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
MAY 'S KITCHEN,M 59,buahbatu,5.0,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0)
YO RAMEN • SUMBER SARI JUNCTION,JL. SUMBER SARI NO.34,babakan ciparay,4.3,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5)
ROMAN,"3HCH+74P, JL. TERUSAN PASIRKOJA",astanaanyar,2.0,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.0484178421654597,20.0,15.0,Low (≤3.5)
JO-HONG 88 HALAL CHINESE FOOD,JL. DIAN ELOK RAYA NO.23,babakan ciparay,4.5,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5)
DUAYE DESSERT,"TOKO OHIR, JL. TERUSAN SURYANI GANG PINGGIR, RT.05/RW.05",bandung kulon,4.573469387755103,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
RM. FAMILY,JL. CARINGIN NO.268,babakan ciparay,4.3,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5)
BOR BURGER,"JL. BABAKAN CIPARAY NO.197C, RT.07/RW.01",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
WINGS FOOD,2HXH+788,babakan ciparay,4.3,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5)
WARUNG HAITI,JL. PAGARSIH GG. H. IDRUS NO.3,astanaanyar,5.0,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
YOGYA SUMBER SARI JUCTION,JL. SUMBER SARI INDAH NO.34,babakan ciparay,4.6,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
MEETCOW,JL. SUMBER SARI NO.34,babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
GADING CHINESE FOOD RESTAURANT • SUMBER SARI JUNCTION,3H9G+77G,babakan ciparay,4.5,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5)
PENGKOLAN DADANG,"3HFM+V2X, GG. KH ISHAK WIJAYA",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
WM RUMAH KUE & KOPI (ILLY CAFE),JL. SUMBER ASIH NO.6 NO. 12,babakan ciparay,4.2,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5)
KANTIN WEST JAVA,"3HCH+Q4W, JL. AKI PADMA",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
WARUNK BI OLIH MABES PTT,"3H4F+CJ4, JL. CARINGIN",babakan ciparay,4.3,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5)
WARDAY,"3H9H+Q7Q, JL. AKI PADMA",babakan ciparay,4.53076923076923,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
SICHUAN KITCHEN,JL. HOLIS REGENCY NO.59,babakan ciparay,4.5,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5)
SUKI TIME EXPRESS • YOGYA SUMBER SARI JUNCTION,JL. SUMBER SARI NO.34,babakan ciparay,4.5,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5)
SUSHIYO! SUMBER SARI JUNCTION,"YOGYA JUNCTION SUMBERSARI, NATIONAL ROUTE 3",babakan ciparay,4.4,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5)
ANEKA MASAKAN IBU ADE SAYUR,"JALAN PAGARSIH BARAT GANG MADRASAH DALAM 4 NO.11 RT 04/03,
  KELURAHAN",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
HOKBEN - SUMBER SARI JUNCTION,JL. SUMBER SARI NO.34,babakan ciparay,3.4,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Low (≤3.5)
YD1CEV,"JL. POLISI BLOK AGER SARI NO.3, RT.03/RW.10",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
GANG SELERA,"JL. CIBADAK GG. BENGKEL EBEH NO.38/8E, RT.04/RW.01",astanaanyar,4.5,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.0484178421654597,20.0,15.0,High (4.0-4.5)
HOLY WAGYU,JL. ASTANA ANYAR NO.81,astanaanyar,4.5,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.0484178421654597,20.0,15.0,High (4.0-4.5)
WARUNG MA LIA,"JL. BABAKAN IRIGASI NO.166/89, RT.04/RW.04",astanaanyar,4.8,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
CHICKEN FARMS,JL. JEND. SUDIRMAN NO.299,astanaanyar,4.3,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.0484178421654597,20.0,15.0,High (4.0-4.5)
AFC FRIED CHICKEN,"3HGW+Q6R, JL. PAGARSIH",astanaanyar,4.48,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.0484178421654597,20.0,15.0,High (4.0-4.5)
BRAD'S BURGER BANDUNG,"GANG CITEPUS NO 9A/212 ( BLKANG, JL. PAGARSIH NO.64",astanaanyar,4.48,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.0484178421654597,20.0,15.0,High (4.0-4.5)
IPIZZ ITALIAN PIZZA,JL. TERUSAN PASIRKOJA NO.28,astanaanyar,4.8,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
NASI CAMPUR TJIANG,JL. CIBADAK NO.252,astanaanyar,4.1,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.0484178421654597,20.0,15.0,High (4.0-4.5)
SATE SJ,JL. PAGARSIH NO.56-54,astanaanyar,4.3,Rp 15.000 - 50.000,73232.0,2.68,27325.37,3.0484178421654597,20.0,15.0,High (4.0-4.5)
SATE SEAFOOD JINAN,JL. PAGARSIH NO.83,astanaanyar,4.48,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.0484178421654597,20.0,15.0,High (4.0-4.5)
SAMCAN GORENG EPENK,JL. CIBADAK NO.223,astanaanyar,4.5,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.0484178421654597,20.0,15.0,High (4.0-4.5)
CIBADAK NIGHT CULINARY FESTIVAL,JL. CIBADAK NO.50-155,astanaanyar,4.6,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
DIMSUM NIKMAT,"GG. SALUYU I NO.10, RT.5/RW.6",astanaanyar,5.0,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
JOOZ BAR,JL. CIBADAK NO.263,astanaanyar,3.5,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.0484178421654597,20.0,15.0,Low (≤3.5)
OJISAN SMOKEHOUSE,JL. CIKAJANG RAYA I NO.75,arcamanik,4.7,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.0484178421654597,13.0,77.0,Very High (4.5-5.0)
GARAGE SEI,JL. PURBALARANG NO.91,arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.0484178421654597,13.0,77.0,Very High (4.5-5.0)
CHICKENIN,JL. PACUAN KUDA NO.145,arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.0484178421654597,13.0,77.0,Very High (4.5-5.0)
ONE BURGER_ARCAMANIK,JALAN OLAHRAGA NO.5 BLKNG SDN ARCAMANIK ENDAH,arcamanik,4.9,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.0484178421654597,13.0,77.0,Very High (4.5-5.0)
MARSHALL BURGER,JL. GOLF BAR. XIII NO.4,arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.0484178421654597,13.0,77.0,Very High (4.5-5.0)
