nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category,kategori_resto,jumlah_ulasan,kategori_resto_encoded,price_range_encoded,dataset_version,training_date,success_category,composite_score
REPEAT.AM,"JL. SEDERHANA NO.87 - 89, PASTEUR, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40161",sukajadi,4.8,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Restaurant,193,8,2.0,enriched_v1.0,2025-07-09,High,0.6706826196473551
RERE COFFEE,"JL. EMBONG NO.06, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,165,1,2.0,enriched_v1.0,2025-07-09,High,0.6698362720403022
RESE.SPACE,"JL. PURWAKARTA NO.200B, ANTAPANI KIDUL, KEC.
  ANTAPANI, KOTA BANDUNG, JAWA BARAT 40291",antapani,4.9,Rp 50.000 - 100.000,80530.0,4.22,19082.94,3.04841784216546,21.0,68.0,Very High (4.5-5.0),Restaurant,42,8,2.0,enriched_v1.0,2025-07-09,High,0.68361838790932
RETRI COFFEE,"JL. PANAITAN NO.41, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,4763,1,2.0,enriched_v1.0,2025-07-09,High,0.7512997718739604
RIAU 20,"LLRE MARTADINATA ST NO.20, CITARUM, BANDUNG WETAN,
  BANDUNG CITY, WEST JAVA",bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,14,8,2.0,enriched_v1.0,2025-07-09,High,0.6652720403022669
RIGHTHANDS COFFEE,"JL. CISOKAN NO.8C, CICADAS, KEC. CIBEUNYING KIDUL,
  KOTA BANDUNG, JAWA BARAT 40121",cibeunying kidul,4.4,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,High (4.0-4.5),Cafe,3868,1,2.0,enriched_v1.0,2025-07-09,High,0.7117657430730479
RISALAH COFFEE,"PASIR BIRU, KEC. CIBIRU, KOTA BANDUNG, JAWA BARAT
  40615",cibiru,4.7,Rp 15.000 - 50.000,76236.0,6.84,11145.61,3.04841784216546,7.0,8.0,Very High (4.5-5.0),Cafe,611,1,2.0,enriched_v1.0,2025-07-09,High,0.6658173803526448
ROCK STAR MUSIC CAFE,"KW. NIAGA METRO TRADE CENTER, METRO TRADE CENTER/
  MTC/ MIM KAV G. 25, JL. SOEKARNO HATTA, SEKEJATI, KEC. BUAHBATU, KOTA
  BANDUNG, JAWA BARAT 40286",buahbatu,4.4,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Cafe,244,1,2.0,enriched_v1.0,2025-07-09,Low,0.6022241813602015
ROEMAH AKI,"JL. KAKAP JL. ANDIR NO.80B/26, CIROYOM, KEC. ANDIR,
  KOTA BANDUNG, JAWA BARAT 40171",andir,4.8,Rp 15.000 - 50.000,99119.0,4.22,23487.91,1.0,20.0,34.0,Very High (4.5-5.0),Restaurant,157,8,2.0,enriched_v1.0,2025-07-09,High,0.6695944584382871
ROEMPI COFFEE,"JL. ANGGREK NO.27, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,3516,1,2.0,enriched_v1.0,2025-07-09,High,0.7011259445843828
ROGER'S CAFE & LOUNGE,"JL. IR. H. JUANDA NO.97, LB. SILIWANGI, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40116",coblong,4.3,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Cafe,318,1,2.0,enriched_v1.0,2025-07-09,Low,0.5869609571788412
ROOFTOP COFFEE,"BANDUNG TRADE MALL, PARKIRAN ROOFTOP, JL. IBRAHIM
  ADJIE NO.47, CICADAS, KEC. KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40272",kiaracondong,4.7,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Cafe,255,1,2.0,enriched_v1.0,2025-07-09,Medium,0.6550566750629723
RUANG KETIGA,"JL. RAYA PANYILEUKAN, CIPADUNG KIDUL, KEC.
  PANYILEUKAN, KOTA BANDUNG, JAWA BARAT 40614",panyileukan,4.9,Rp 50.000 - 100.000,40772.0,5.31,7678.34,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Restaurant,147,8,2.0,enriched_v1.0,2025-07-09,High,0.6867921914357683
RUANG KOPI TIGADUA,"JL. NANAS NO.32, CIHAPIT, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40114",bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Cafe,35,1,2.0,enriched_v1.0,2025-07-09,Low,0.6134068010075566
RUANG MIMPI COFFEE,"JL. WIRA ANGUN ANGUN NO.22, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,12,1,2.0,enriched_v1.0,2025-07-09,High,0.6652115869017632
RUANGDUDUK.CO,"JL. WAYANG NO.2, BURANGRANG, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40262",lengkong,4.6,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Restaurant,432,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6429068010075566
RUMAH SEDUH I 55,"JL. SAKOLA NO.1, CIPADUNG KIDUL, KEC. PANYILEUKAN,
  KOTA BANDUNG, JAWA BARAT 40164",panyileukan,5.0,Rp 50.000 - 100.000,40772.0,5.31,7678.34,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Restaurant,58,8,2.0,enriched_v1.0,2025-07-09,High,0.7016020151133501
SACHLI COFFEE SPACE,"JL. SAMPURNA NO.10A, PASTEUR, KEC. SUKAJADI, KOTA
  BANDUNG, JAWA BARAT 40161",sukajadi,4.8,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Cafe,65,1,2.0,enriched_v1.0,2025-07-09,High,0.6668136020151133
SAFEZONE COFFEE & BAR,"JL. CIBADAK NO.229, CIBADAK, KEC. ASTANAANYAR, KOTA
  BANDUNG, JAWA BARAT 40241",astanaanyar,4.6,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Cafe,122,1,2.0,enriched_v1.0,2025-07-09,Medium,0.6335365239294709
SALATRI 13 CAFE,"JL. SULTAN AGUNG NO.13, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.3,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Cafe,3715,1,2.0,enriched_v1.0,2025-07-09,High,0.6896410579345087
SAN.DA.RAN COFFEE,"JL. KARAWITAN NO.3, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40264",lengkong,4.8,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,43,1,2.0,enriched_v1.0,2025-07-09,High,0.6661486146095718
SANJI EATERY,"JL. SUMBER MEKAR, BABAKAN, KEC. BABAKAN CIPARAY,
  KOTA BANDUNG, JAWA BARAT 40223",babakan ciparay,4.3,Rp 15.000 - 50.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Restaurant,173,8,2.0,enriched_v1.0,2025-07-09,Low,0.5825780856423173
SANS CO.,"JL. IR. H. JUANDA NO.347, RW.05, DAGO, COBLONG,
  BANDUNG CITY, WEST JAVA 40135",coblong,4.6,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,642,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6492544080604533
SASTA COFFEE ROASTERY,"JL. SURYALAYA XIV NO.3, CIJAGRA, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40265",lengkong,5.0,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,25,1,2.0,enriched_v1.0,2025-07-09,High,0.7006045340050377
SATU ATAP CAFE & RESTO,"LLRE MARTADINATA ST NO.87, CITARUM, BANDUNG WETAN,
  BANDUNG CITY, WEST JAVA 40115",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,285,1,2.0,enriched_v1.0,2025-07-09,Medium,0.655963476070529
SATU PINTU COFFEE,"JL. ACEH NO.56, RT.05 RW03, MERDEKA, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,168,1,2.0,enriched_v1.0,2025-07-09,Low,0.6174269521410579
SAUVAGE COFFEE,"JL. RANCABENTANG NO.3, CIUMBULEUIT, KEC. CIDADAP,
  KOTA BANDUNG, JAWA BARAT 40141",cidadap,5.0,Rp 50.000 - 100.000,54680.0,8.42,6494.06,3.04841784216546,10.0,8.0,Very High (4.5-5.0),Cafe,176,1,2.0,enriched_v1.0,2025-07-09,High,0.705168765743073
SAWO COFFEE AND ROASTERY,"JL. BRAGA NO.76, BRAGA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40111",sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,288,1,2.0,enriched_v1.0,2025-07-09,Medium,0.6385541561712845
SAYVELLS COFFEE,"JL. BUAH BATU NO.121, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40265",lengkong,4.9,Rp 15.000 - 50.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,97,1,2.0,enriched_v1.0,2025-07-09,High,0.6852808564231738
SECANGKIR TEMU,"JL. CIKENDI NO.10, HEGARMANAH, KEC. CIDADAP, KOTA
  BANDUNG, JAWA BARAT 40141",cidadap,4.8,Rp 50.000 - 100.000,54680.0,8.42,6494.06,3.04841784216546,10.0,8.0,Very High (4.5-5.0),Restaurant,174,8,2.0,enriched_v1.0,2025-07-09,High,0.6701083123425692
"SEDJUK BAKMI & KOPI CIGADUNG, BANDUNG","JL. KONSTITUSI I NO.16, CIGADUNG, KEC. CIBEUNYING
  KALER, KOTA BANDUNG, JAWA BARAT 40191",cibeunying kaler,4.7,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Cafe,986,1,2.0,enriched_v1.0,2025-07-09,High,0.6771523929471033
SEJIWA,"JL. PROGO NO.15, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,2554,8,2.0,enriched_v1.0,2025-07-09,High,0.6720478589420654
SEKO,"JL. NATUNA NO.47, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,11,8,2.0,enriched_v1.0,2025-07-09,High,0.6651813602015113
ROCKEPO COFFEE & EATERY,"LATEZA, JL. KARAPITAN NO.86D, PALEDANG, LENGKONG,
  BANDUNG CITY, WEST JAVA 40261",lengkong,4.4,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,High (4.0-4.5),Cafe,443,1,2.0,enriched_v1.0,2025-07-09,Low,0.6082392947103274
SERACIK COFFEE,"JL. KARAWITAN NO.121, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40264",lengkong,4.7,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,90,1,2.0,enriched_v1.0,2025-07-09,Medium,0.6500692695214105
SERANTAU COFFEE X SPACE,"JL. NANAS NO.13, CIHAPIT, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40114",bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Cafe,75,1,2.0,enriched_v1.0,2025-07-09,Low,0.6146158690176322
SERENITY CORNER,"JL. PALASARI NO.34, MALABAR, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40262",lengkong,4.4,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,High (4.0-4.5),Restaurant,2334,8,2.0,enriched_v1.0,2025-07-09,High,0.6653979848866498
SHOOT ME IN THE HEAD,"JL. KEMUNING NO.16, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,248,8,2.0,enriched_v1.0,2025-07-09,Medium,0.654845088161209
SKEMA COFFEE,"WISMA WIRA AMUR, JL. BELITUNG NO.2B, MERDEKA, KEC.
  SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,157,1,2.0,enriched_v1.0,2025-07-09,Low,0.6170944584382871
SMITH COFFEE,"JL. KEMUNING NO.16, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,175,1,2.0,enriched_v1.0,2025-07-09,Medium,0.6526385390428211
SONNE COFFEE,"JL. ANGGREK NO.55, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.9,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,93,1,2.0,enriched_v1.0,2025-07-09,High,0.6851599496221662
SPESIES COFFEE 2.0,"JL. PERTAMINA, CIPADUNG WETAN, KEC. PANYILEUKAN,
  KOTA BANDUNG, JAWA BARAT 40614",panyileukan,5.0,Rp 50.000 - 100.000,40772.0,5.31,7678.34,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Cafe,33,1,2.0,enriched_v1.0,2025-07-09,High,0.7008463476070529
"SSST COFFEE, MARGAHAYU RAYA","JL. NEPTUNUS BARAT VII NO.7, SEKEJATI, KEC.
  BUAHBATU, KOTA BANDUNG, JAWA BARAT 40286",buahbatu,4.7,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Cafe,223,1,2.0,enriched_v1.0,2025-07-09,Medium,0.6540894206549118
STARBUCKS COFFEE,"JL. SURYA SUMANTRI NO.76C, SUKAWARNA, KEC.
  SUKAJADI, KOTA BANDUNG, JAWA BARAT 40164",sukajadi,4.6,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Cafe,265,1,2.0,enriched_v1.0,2025-07-09,Medium,0.6378589420654911
SAMASAMA FOOD COLLECTIVE,"JL. PROGO NO.34, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,233,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6368916876574306
STATION 8 - CAFE ART JEWELLERY FASHION,"JL. SUKAJADI NO.132-134, PASTEUR, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40162",sukajadi,4.4,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Cafe,126,1,2.0,enriched_v1.0,2025-07-09,Low,0.5986574307304786
STENANG,"JL. WIRA ANGUN ANGUN NO.15, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.1,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,4254,8,2.0,enriched_v1.0,2025-07-09,High,0.6709332493702769
STRING,"JL. PANAITAN NO.23, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,136,8,2.0,enriched_v1.0,2025-07-09,High,0.6689596977329975
SUGAR RUSH,"JL. SURYA SUMANTRI NO.36D, SUKAGALIH, KEC.
  SUKAJADI, KOTA BANDUNG, JAWA BARAT 40164",sukajadi,4.1,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,3882,8,2.0,enriched_v1.0,2025-07-09,High,0.6596889168765742
SEOLTANG INDONESIA,"JL. IBU INGGIT GARNASIH NO.98, CIATEUL, KEC. REGOL,
  KOTA BANDUNG, JAWA BARAT 40252",regol,4.6,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,Very High (4.5-5.0),Restaurant,157,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6345944584382871
SUMIKO COFFEE AND TEA,"PASKAL HYPER SQUARE, UNIT 8002, PASKAL LODGE, JL.
  PASIR KALIKI NO.25-27, CIROYOM, KEC. ANDIR, KOTA BANDUNG, JAWA BARAT 40182",andir,4.9,Rp 50.000 - 100.000,99119.0,4.22,23487.91,1.0,20.0,34.0,Very High (4.5-5.0),Cafe,114,1,2.0,enriched_v1.0,2025-07-09,High,0.6857947103274559
SURJOY COFFEE,"JL. TATA SURYA NO.104, MANJAHLEGA, KEC. RANCASARI,
  KOTA BANDUNG, JAWA BARAT 40286",rancasari,4.6,Rp 50.000 - 100.000,86725.0,7.01,12371.61,3.04841784216546,21.0,50.0,Very High (4.5-5.0),Cafe,261,1,2.0,enriched_v1.0,2025-07-09,Medium,0.6377380352644835
T5 CAFE & ROASTERY,"JL. TERNATE NO.5, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Cafe,107,1,2.0,enriched_v1.0,2025-07-09,Low,0.6155831234256927
TAEUN COFFEE & WORKS,"JL. L. L. R.E. MARTADINATA NO.50, CITARUM, KEC.
  BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,35,1,2.0,enriched_v1.0,2025-07-09,Medium,0.6484068010075567
TARA NGOPI,"CIPADUNG, KEC. CIBIRU, KOTA BANDUNG, JAWA BARAT
  40615",cibiru,4.8,Rp 50.000 - 100.000,76236.0,6.84,11145.61,3.04841784216546,7.0,8.0,Very High (4.5-5.0),Restaurant,48,8,2.0,enriched_v1.0,2025-07-09,High,0.6662997481108311
TEMAN LAMA COFFEE SHOP,"JL. BIMA NO.80, ARJUNA, KEC. CICENDO, KOTA BANDUNG,
  JAWA BARAT 40172",cicendo,4.6,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,Very High (4.5-5.0),Cafe,102,1,2.0,enriched_v1.0,2025-07-09,Medium,0.6329319899244331
TEMENNGOPI,"JL. CIMANUK NO.16, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,50,8,2.0,enriched_v1.0,2025-07-09,High,0.6663602015113349
"TEMPAT NGOPI, BANDUNG","JL. SULTAN TIRTAYASA NO.45, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,154,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6520037783375314
TEN TO TEN CAFE MANGGA,"JL. MANGGA NO.1, CIHAPIT, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40114",bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Cafe,3931,1,2.0,enriched_v1.0,2025-07-09,High,0.7136700251889169
TENGGARA KOPI,"JL. BKR NO.85, ANCOL, KEC. REGOL, KOTA BANDUNG,
  JAWA BARAT 40254",regol,5.0,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,Very High (4.5-5.0),Cafe,74,1,2.0,enriched_v1.0,2025-07-09,High,0.7020856423173804
TERAI COFFEATERY,"JL. TUBAGUS ISMAIL NO.175, SEKELOA, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40133",coblong,4.7,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,287,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6560239294710327
TERAS KOTA CAFE & RESTO BANDUNG,"JL. ARCAMANIK ENDAH KEL NO.83, SUKAMISKIN, KEC.
  ARCAMANIK, KOTA BANDUNG, JAWA BARAT 40293",arcamanik,4.7,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Cafe,527,1,2.0,enriched_v1.0,2025-07-09,High,0.6632783375314861
TERAS RUSTIC,"JL. A.H. NASUTION NO.266B, CISARANTEN KULON, KEC.
  ARCAMANIK, KOTA BANDUNG, JAWA BARAT 40294",arcamanik,4.4,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,High (4.0-4.5),Restaurant,489,8,2.0,enriched_v1.0,2025-07-09,Low,0.6096297229219143
TERAZA COFFEE BACKYARD,"JL. CISANGKUY NO.6, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,286,1,2.0,enriched_v1.0,2025-07-09,Medium,0.6559937027707808
THE GADE COFFEE & GOLD BANDUNG,"JL. PUNGKUR NO.123 - 125, PUNGKUR, KEC. REGOL, KOTA
  BANDUNG, JAWA BARAT 40252",regol,4.7,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,Very High (4.5-5.0),Cafe,51,1,2.0,enriched_v1.0,2025-07-09,Medium,0.6488904282115868
THE HOUSEPLANTS COFFEE,"JL. BENGAWAN NO.16, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,440,1,2.0,enriched_v1.0,2025-07-09,Medium,0.6431486146095717
THE KAMASAN,"JL. HALMAHERA NO.4, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,502,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6450226700251888
THE PANASDALAM,"JL. AMBON NO.8A, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,299,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6213866498740553
TITIK TEDUH,"JL. SUKAMEKAR III NO.2, SUKAWARNA, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40164",sukajadi,4.5,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,64,8,2.0,enriched_v1.0,2025-07-09,Low,0.6142833753148614
TJIMANOEK KOFFIE & MEALS,"JL. CIMANUK NO.43, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,62,8,2.0,enriched_v1.0,2025-07-09,Low,0.6142229219143576
TOKO KOPI JALAN PULANG,"JL. GOLF BAR. XIII NO.4, SUKAMISKIN, KEC.
  ARCAMANIK, KOTA BANDUNG, JAWA BARAT 40293",arcamanik,4.7,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Cafe,67,1,2.0,enriched_v1.0,2025-07-09,Medium,0.6493740554156171
TOKO KOPI MELANGKAH MADJOE,"JL. CIBADAK NO.237, CIBADAK, KEC. ASTANAANYAR, KOTA
  BANDUNG, JAWA BARAT 40241",astanaanyar,4.7,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Cafe,87,1,2.0,enriched_v1.0,2025-07-09,Medium,0.6499785894206549
SUMBAWA 30 FOOD & FESTIVAL,"JL. SUMBAWA NO.30, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,157,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6520944584382872
TOMS COFFEE & TOAST,"JL. SUNDA NO.85, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,4.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,81,1,2.0,enriched_v1.0,2025-07-09,High,0.6847972292191435
TONES NO. 6,"JL. TERUSAN CISOKAN NO.6, CIHAUR GEULIS, KEC.
  CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT 40122",cibeunying kaler,4.6,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,113,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6332644836272039
