nama,alamat,kecamatan,type,latitude,longitude,tahun,source_file,kecamatan_kepadatan,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²)
OUTLET@251 - S.OLIVER,JL. RAYA PAJAJARAN NO. 27,Bandung Wetan,tourism_shopping,-6.570326471881416,106.80866969848154,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
TOKO SEPATU BATA,JL. RAYA BOJONGSOANG NO. 67,Bandung Wetan,tourism_shopping,-6.980270511895414,107.63344458073256,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
TOKO TAS ELIZABETH OTISTA,JL. OTTO ISKANDAR DINATA NO. 520,Astanaanyar,tourism_shopping,-6.930504903131708,107.60327406536368,2021,cleaned_objek_wisata_belanja.csv,Astanaanyar,73232.0,2.68,27325.37
UNIVERSAL FOOTWEAR,JL. CIKONENG NO. 46,Bandung Wetan,tourism_shopping,-6.983099913512733,107.64128579399384,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
SILIWANGI,JL. JEND. AHMAD YANI 203,Sumur Bandung,tourism_shopping,-6.918466165064204,107.624137627217,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
NIRWANA FABRIC OUTLET,JL. HASANUDIN NO. 9,Coblong,tourism_shopping,-6.890690522974218,107.61630191739344,2021,cleaned_objek_wisata_belanja.csv,Coblong,115273.0,7.31,15769.22
C59,JL. MERAK NO.2,Coblong,tourism_shopping,-6.897264699602768,107.62038944317688,2021,cleaned_objek_wisata_belanja.csv,Coblong,115273.0,7.31,15769.22
THIRD DAY CO,JL. CIHAMPELAS NO. 140,Coblong,tourism_shopping,-6.894473926345713,107.60398860542506,2021,cleaned_objek_wisata_belanja.csv,Coblong,115273.0,7.31,15769.22
K2 BUSANA,JL. DEWI SARTIKA NO. 69,Regol,tourism_shopping,-6.923048631574014,107.6055812320262,2021,cleaned_objek_wisata_belanja.csv,Regol,80609.0,4.74,17006.12
WIDELY PROJECT,JL. L. L. R. E. MARTADINATA NO. 107,Bandung Wetan,tourism_shopping,-6.904229021401132,107.62179519715473,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
RUMAH BAJU FASHION OUTLET,JL. PURWAKARTA NO. 146,Antapani,tourism_shopping,-6.914314342256234,107.65666443816652,2021,cleaned_objek_wisata_belanja.csv,Antapani,80530.0,4.22,19082.94
KENARI FABRIC OUTLET,JL. KENARI NO. 14,Bandung Wetan,tourism_shopping,-6.909063594617352,107.6114076057886,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
FACTORY OUTLET HILTON,JL. TERUSAN KOPO KM. 11 NO. 76,Bandung Wetan,tourism_shopping,-6.979701495649215,107.56012411140924,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
BARCELONA SPORT,JL. JEND AHMAD YANI NO. 69,Sumur Bandung,tourism_shopping,-6.920599434461862,107.6200880547004,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
GRUTTY SEPATU,JL. CIBADUYUT RAYA NO. 66,Bojongloa Kidul,tourism_shopping,-6.95074969533578,107.59352499888868,2021,cleaned_objek_wisata_belanja.csv,Bojongloa Kidul,87988.0,5.2,16920.77
TOKO DIANA,JL. CIBADUYUT RAYA NO. 134,Bojongloa Kidul,tourism_shopping,-6.955282248460807,107.59300588875082,2021,cleaned_objek_wisata_belanja.csv,Bojongloa Kidul,87988.0,5.2,16920.77
BATIK UNGGUL JAYA,JL. VETERAN NO. 42,Sumur Bandung,tourism_shopping,-6.918646982122094,107.615397375414,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
TOKO SEIRA,JL. BARANANG SIANG NO. 75,Sumur Bandung,tourism_shopping,-6.917837496520026,107.61865891144464,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
SYMPHONIC/CRUNC/UNFOLDS/STORE,JL. DEWI SARTIKA NO.7A,Regol,tourism_shopping,-6.922618112056233,107.60628267718364,2021,cleaned_objek_wisata_belanja.csv,Regol,80609.0,4.74,17006.12
PLANET FASHION,JL. DEWI SARTIKA NO. 15,Regol,tourism_shopping,-6.923470159127791,107.6064221515738,2021,cleaned_objek_wisata_belanja.csv,Regol,80609.0,4.74,17006.12
MYV FASHION,JL. KOSAR NO. KAV 9,Ujungberung,tourism_shopping,-6.901139390689338,107.6913987803822,2021,cleaned_objek_wisata_belanja.csv,Ujungberung,90562.0,6.24,14513.14
MARYJANE STORE,JL. SULTAN TIRTAYASA NO.15,Bandung Wetan,tourism_shopping,-6.901828702482074,107.6140612049914,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
DAUKY FASHION HIJAB PASTEUR,JL. SUKARAJA ISTANA PASTTEUR REGENCY CRA49,Bandung Wetan,tourism_shopping,-6.890443329897997,107.57501695629664,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
TRIVIUM CLOTH,JL. LENGKONG BESAR NO. 81B,Lengkong,tourism_shopping,-6.924931041717792,107.61253150162418,2021,cleaned_objek_wisata_belanja.csv,Lengkong,71000.0,5.91,12013.54
OUVAL RESEARCH BUAH BATU,JL. BUAH BATU NO. 64,Lengkong,tourism_shopping,-6.932529481273305,107.6188677939952,2021,cleaned_objek_wisata_belanja.csv,Lengkong,71000.0,5.91,12013.54
TOKO ISNA FAJAR,JL. OTTO ISKANDAR DINATA NO. 177,Sumur Bandung,tourism_shopping,-6.919815344306286,107.6042845743056,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
BAJUKU BANDUNG,JL. CIPAMUKOLAN NO. 58,Rancasari,tourism_shopping,-6.941638480489701,107.67690030227584,2021,cleaned_objek_wisata_belanja.csv,Rancasari,86725.0,7.01,12371.61
TOKO PRABU,JL. JENDERAL AHMAD YANINO. 124,Sumur Bandung,tourism_shopping,-6.91983621620014,107.62114001206452,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
KAOS POLOS BANDUNG / CEMARA CLOTHING,JL. CEMARA NO. 63,Sukasari,tourism_shopping,-6.8834396127792585,107.5984435950466,2021,cleaned_objek_wisata_belanja.csv,Sukasari,77576.0,6.36,12197.48
GILDAN BANDUNG,JL. TM. CIBEUNYIN SEL,Bandung Wetan,tourism_shopping,-6.907920493493678,107.6267507288954,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
GUDANG JAM BANDUNG,JL. TERNATE NO. 29,Bandung Wetan,tourism_shopping,-6.907119693360329,107.61384598962664,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
HURTZINEMEDIA STORE,JL. GUDANG SELATAN NO. 22A,Sumur Bandung,tourism_shopping,-6.916684481646385,107.62079758537884,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
POSHBRAIN STUDIO,JL. GUDANG SELATAN NO. 22,Sumur Bandung,tourism_shopping,-6.916895354640224,107.62093414218135,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
PABRIK-JEANS.COM,JL. GUDANG UTARA NO. 4,Sumur Bandung,tourism_shopping,-6.915072796311031,107.619781000513,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
ZOYA,JL. RUMAH SAKIT NO. 131,Cinambo,tourism_shopping,-6.9276416083992665,107.69463707980417,2021,cleaned_objek_wisata_belanja.csv,Cinambo,25585.0,4.25,6020.0
BEST CARE,JL. KEMUNING NO. 23,Sumur Bandung,tourism_shopping,-6.915068293165974,107.62815559512087,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
THE HALLWAY,KEBON PISANG SUMUR BANDUNG,Sumur Bandung,tourism_shopping,-6.919075875192521,107.62245623565856,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
TAMIM 27,JL. TAMIM NO. 27,Andir,tourism_shopping,-6.918076753295115,107.60366566492452,2021,cleaned_objek_wisata_belanja.csv,Andir,99119.0,4.22,23487.91
TOKO GONZO,JL. SETRAINDAH BARAT NO. 2,Sukasari,tourism_shopping,-6.881825610269285,107.58796799025642,2021,cleaned_objek_wisata_belanja.csv,Sukasari,77576.0,6.36,12197.48
CHIODA SPORTS MARKET,JL. KEJAKSAAN NO. 19,Sumur Bandung,tourism_shopping,-6.917948929441125,107.6109187036164,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
D'FASHION TEXTILE & TAILOR,JL. VETEREAN NO. 41,Sumur Bandung,tourism_shopping,-6.919013983643716,107.61613291318216,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
DBL STORE BANDUNG,JL. CIHAMPELAS NO. 248,Coblong,tourism_shopping,-6.888047672766455,107.6040661484922,2021,cleaned_objek_wisata_belanja.csv,Coblong,115273.0,7.31,15769.22
MONALIZA,JL. L. L. R. E. MARTADINATA NO. 170,Sumur Bandung,tourism_shopping,-6.915064730290696,107.62945156567449,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
LAVIE BABY HOURSE,JL. IMAM BONJOL NO. 6,Coblong,tourism_shopping,-6.893926279276422,107.61555055352468,2021,cleaned_objek_wisata_belanja.csv,Coblong,115273.0,7.31,15769.22
CAHAYA SPORT,JL. JENDERAL AHMAD YANI NO. 262,Batununggal,tourism_shopping,-6.916215794187197,107.62928961683568,2021,cleaned_objek_wisata_belanja.csv,Batununggal,121469.0,4.82,25201.04
ELIZABETH CIATEUL,JL. IBU INGGIT GARNASIH NO. 15,Astanaanyar,tourism_shopping,-6.93014594131587,107.60259199537204,2021,cleaned_objek_wisata_belanja.csv,Astanaanyar,73232.0,2.68,27325.37
VILOUR PROMO INDONESIA,JL. DIPATI UKUR NO. 76A,Coblong,tourism_shopping,-6.88905259768777,107.61622077448756,2021,cleaned_objek_wisata_belanja.csv,Coblong,115273.0,7.31,15769.22
RABBANI KOPO,JL. RAYA KOPO NO. 632,Babakan Ciparay,tourism_shopping,-6.958990728996702,107.5799984107519,2021,cleaned_objek_wisata_belanja.csv,Babakan Ciparay,143651.0,7.07,20318.39
SCREAMOUS SHOPHOUSE,JL. GEUSAN ULUN NO. 01,Bandung Wetan,tourism_shopping,-6.904158617952064,107.61186666876148,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
WORMHOLE STORE,JL. BAHUREKSA NO. 27,Bandung Wetan,tourism_shopping,-6.904489908112416,107.61611509084688,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
347 STORE,JL. TRUNOJOYO NO. 4,Bandung Wetan,tourism_shopping,-6.905664882299723,107.6130501573672,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
RANDOM APPAREL STORE,JL. WASTUKENCANA GG. NANGKASUNI NO. 1,Bandung Wetan,tourism_shopping,-6.905030747265724,107.60714650971684,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
HOUSE OF SMITH - BANDUNG SULTAN AGUNG,JL. SULTAN AGUNG NO. 27,Bandung Wetan,tourism_shopping,-6.90360685810929,107.61284753691967,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
INSURGENT CLUB'S FLAGSHIP STORE,JL. SULTAN AGUNG NO. 27,Bandung Wetan,tourism_shopping,-6.9037240196200536,107.61290118130078,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
BLJK BLACKJACK STORE,JL. TRUNOJOYO NO. 28,Bandung Wetan,tourism_shopping,-6.903737333628094,107.61331155903618,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
GEOFF MAX FOOTWEAR,JL. TRUNOJOYO NO. 15,Bandung Wetan,tourism_shopping,-6.904605393186797,107.61297360063118,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
BLOODS CONCEPT STORE,JL. SULTAN AGUNG,Bandung Wetan,tourism_shopping,-6.90459474193543,107.61189132941658,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
COSMIC CLOTHES,JL. SULTAN AGUNG NO. 7,Bandung Wetan,tourism_shopping,-6.9047288782562655,107.61164356037447,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
PAPERSMOOTH,JL. SULTAN AGUNG,Bandung Wetan,tourism_shopping,-6.904835388771824,107.61134583507936,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
BLACK ID CLOTHING,JL. SULTAN AGUNG NO. 3C,Bandung Wetan,tourism_shopping,-6.905054566527386,107.61137114851095,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
KICK DENIM,JL. SULTAN AGUNG NO.3C,Bandung Wetan,tourism_shopping,-6.904995986046634,107.6113067752027,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
EVIL ARMY,JL. SULTAN AGUNG NO. 5,Bandung Wetan,tourism_shopping,-6.904833557618647,107.61151330528364,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
POPCULINE,JL. TRUNOJOYO NO. 6,Bandung Wetan,tourism_shopping,-6.905984028336645,107.61308223259783,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
FLASHY,JL. DIPATI UKUR NO. 1,Coblong,tourism_shopping,-6.89793599676728,107.61324526167104,2021,cleaned_objek_wisata_belanja.csv,Coblong,115273.0,7.31,15769.22
MISCHIEF DENIM STUDIO,JL. L. L. R. E. MARTADINATA NO.70,Bandung Wetan,tourism_shopping,-6.905820604448319,107.62084693460542,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
UNITED HART FLAGSHIP STORE,JL. SULTAN TIRTAYASA NO. 30,Bandung Wetan,tourism_shopping,-6.903371652184566,107.6145399913233,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
HRCN,JL. SULTAN AGUNG NO. 7,Bandung Wetan,tourism_shopping,-6.9045308308899225,107.6116318276395,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
NORDHENBASIC,JL. BAHUREKSA NO. 20,Bandung Wetan,tourism_shopping,-6.9052337986489,107.61511869524249,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
VISVAL STORE,JL. BANDA NO. 25,Bandung Wetan,tourism_shopping,-6.904472253617088,107.61636137414592,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
MATERNAL DISASTER STORE,JL. WIRA ANGUN NO.4B,Bandung Wetan,tourism_shopping,-6.903375104517433,107.6139903220784,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
ROUGHNECK 1991 STORE BANDUNG,JL. BAHUREKSA NO. 5,Bandung Wetan,tourism_shopping,-6.905109984578482,107.61411398024684,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
RECLAYS OFFICIAL STORE,JL. TRUNOJOYO NO. 23,Bandung Wetan,tourism_shopping,-6.9027887244490405,107.61342130429122,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
CHRONIC ROCK MERCH,JL. SAWAH KURUNG IV,Regol,tourism_shopping,-6.933678469265703,107.61141121599918,2021,cleaned_objek_wisata_belanja.csv,Regol,80609.0,4.74,17006.12
VEARST STORE,JL. GUDANG SELATAN NO. 22B,Sumur Bandung,tourism_shopping,-6.916247110451997,107.6208756769474,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
NIION,JL. GUDANG SELATAN NO. 22,Sumur Bandung,tourism_shopping,-6.91694481048164,107.62098092207977,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
POT MEETS POP DENIM,JL. BAHUREKSA NO. 20,Bandung Wetan,tourism_shopping,-6.905330705376133,107.61506403558182,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
GREENLIGHT FAMO,JL. MARGONDA RAYA NO. 214,Bandung Wetan,tourism_shopping,-6.377594057081619,106.8318638104152,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
BLOODS MAINSTORE,JL. SULTAN AGUNG NO. 25,Bandung Wetan,tourism_shopping,-6.9035722962860655,107.61271780537948,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
WADEZIG! OFFLINE STORE,JL. TRUNOJOYO NO. 4,Bandung Wetan,tourism_shopping,-6.906095510668606,107.6128968343408,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
PROSHOP ORIGINAL,JL. CIGURIANG NO. 9,Regol,tourism_shopping,-6.923268914454585,107.60470570857846,2021,cleaned_objek_wisata_belanja.csv,Regol,80609.0,4.74,17006.12
BLACKID CARTEL,JL. SULTAN AGUNG NO. 3C,Bandung Wetan,tourism_shopping,-6.9049015953116255,107.6112988903352,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
PETER SAYS DENIM,JL. CIUMBULEUIT NO. 109,Cidadap,tourism_shopping,-6.878108933028832,107.60345612166869,2021,cleaned_objek_wisata_belanja.csv,Cidadap,54680.0,8.42,6494.06
GUMMO,JL. SULTAN AGUNG NO. 13,Bandung Wetan,tourism_shopping,-6.9040012516997455,107.6122232067519,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
MAYOUTFIT,JL. GEGERKALONG HILIR NO. 9,Sukajadi,tourism_shopping,-6.870430157648429,107.59252785326564,2021,cleaned_objek_wisata_belanja.csv,Sukajadi,103066.0,5.28,19520.08
MAYOUTFIT BUAH BATU,JL. BUAH ATU NO. 222C,Lengkong,tourism_shopping,-6.941252463655147,107.62687080510936,2021,cleaned_objek_wisata_belanja.csv,Lengkong,71000.0,5.91,12013.54
SHOPATALEEN,JL. GEGERKALONG HILIR NO.9B,Sukajadi,tourism_shopping,-6.870291088284675,107.59257979218016,2021,cleaned_objek_wisata_belanja.csv,Sukajadi,103066.0,5.28,19520.08
BERAK9420,JL. TERUSAN PERINTIS NO. 92,Sukajadi,tourism_shopping,-6.882159496441576,107.57323466406476,2021,cleaned_objek_wisata_belanja.csv,Sukajadi,103066.0,5.28,19520.08
FLAVA,JL. CIHAMPELAS NO. 177,Coblong,tourism_shopping,-6.88828604747268,107.6038524774038,2021,cleaned_objek_wisata_belanja.csv,Coblong,115273.0,7.31,15769.22
BRODO FOOTWEAR,JL. LOMBOK NO. 11,Sumur Bandung,tourism_shopping,-6.909969500430918,107.61851969202608,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
SAVE MY MONDAY,JL. GUDANG SELATAN NO. 22B,Sumur Bandung,tourism_shopping,-6.916817453757029,107.62086636442068,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
DEUS EX MACHINA,JL. GUDANG SELATAN NO. 22,Sumur Bandung,tourism_shopping,-6.915888690059044,107.62097973105207,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
MOMS TO BE,JL. SOKA NO. 12,Sumur Bandung,tourism_shopping,-6.915957919635587,107.62678939490397,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
CARVIENO,JL. SOKA NO. 22-24,Sumur Bandung,tourism_shopping,-6.91612700020933,107.62756716515044,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
SPEEDTUNER INDONESIA,JL. JENDEAL AHMAD YANI NO. 231,Batununggal,tourism_shopping,-6.916579657498894,107.6278514814448,2021,cleaned_objek_wisata_belanja.csv,Batununggal,121469.0,4.82,25201.04
JAYAGIRI OUTDOORS VANGUARD,JL. TERUSAN BUAH BATU NO. 255,Bandung Kidul,tourism_shopping,-6.9615765294307845,107.63893784925476,2021,cleaned_objek_wisata_belanja.csv,Bandung Kidul,61419.0,5.42,11331.92
RUBYLICIOUS BANDUNG,JL. KEMUNING NO. 2,Sumur Bandung,tourism_shopping,-6.913961557516845,107.62719113469988,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
RUBYLICIOUS WAREHOUSE,JL. PROF DR. SUTAMI NO. 52A,Sukajadi,tourism_shopping,-6.877444243973704,107.58862177705304,2021,cleaned_objek_wisata_belanja.csv,Sukajadi,103066.0,5.28,19520.08
SVGGEST BAGS & GOODS,JL. GUDANG SELATAN NO. 22B,Sumur Bandung,tourism_shopping,-6.916934609456402,107.62083417721792,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
POISON STOCKROOM,JL. GUDANG SELATAN NO. 22B,Sumur Bandung,tourism_shopping,-6.916274262157493,107.62098437938543,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
RUMAH BATIK KOMAR,JL. SUMBAWA NO. 22,Sumur Bandung,tourism_shopping,-6.913007760333564,107.61715727750644,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
BATIK DANAR HADI,JL. L. L. R. E. MARTADINATA NO. 60,Bandung Wetan,tourism_shopping,-6.90580320770528,107.62012181871977,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
MANONJAYA BATIK,JL. SUMATERA NO. 17,Sumur Bandung,tourism_shopping,-6.916420456228421,107.6133677125576,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
JAKCLOTH STORE BANDUNG,JL. TERUSAN JAKARTA NO.109B,Antapani,tourism_shopping,-6.911955201438932,107.65359440218556,2021,cleaned_objek_wisata_belanja.csv,Antapani,80530.0,4.22,19082.94
CALLA THE LABEL,JL. BENGAWAN NO. 45,Bandung Wetan,tourism_shopping,-6.910566654765937,107.6292651470367,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
OUR BANDUNG STYLE,JL. DIPATI UKUR NO. 72,Coblong,tourism_shopping,-6.888652771569398,107.61613718066886,2021,cleaned_objek_wisata_belanja.csv,Coblong,115273.0,7.31,15769.22
OCLO.OFFICIAL,JL. CARINGIN NO. 235,Babakan Ciparay,tourism_shopping,-6.943014001252724,107.57648889139816,2021,cleaned_objek_wisata_belanja.csv,Babakan Ciparay,143651.0,7.07,20318.39
COSMIC CLOTHING,JL. TRUNOJOYO NO. 4,Bandung Wetan,tourism_shopping,-6.905901079743472,107.61302678110648,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
URBAN CLOTH,JL. L. L. R. E. MARTADINATA NO. 57,Bandung Wetan,tourism_shopping,-6.905789046799411,107.6158972865156,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
AREI OUTDOOR GEAR CIHAMPELAS,JL. CIHAMPELAS NO. 19,Bandung Wetan,tourism_shopping,-6.905021106384828,107.60423867686636,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
RASHAWL,JL. MANGGA NO. 36B,Bandung Wetan,tourism_shopping,-6.911224257382555,107.62879511854456,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
MAIMA INDONESIA,JL. RANGGAMALELA NO. 8,Bandung Wetan,tourism_shopping,-6.901180447686171,107.6110571897577,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
MAIMA INDONESIA TUBAGUS ISMAIL,JL. TUBAGUS ISMAIL VIII NO. 27,Coblong,tourism_shopping,-6.882992293826276,107.620676961748,2021,cleaned_objek_wisata_belanja.csv,Coblong,115273.0,7.31,15769.22
LTHRKRFT,JL. GUDANG SELATAN NO. 22,Sumur Bandung,tourism_shopping,-6.91696610934598,107.62094873453316,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
LOZY HIJAB,JL. AMBON NO. 15,Bandung Wetan,tourism_shopping,-6.906722489189735,107.616692972427,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
HI JACK SANDALS,JL. DAHLIA NO. 1A,Sumur Bandung,tourism_shopping,-6.912795425390005,107.62769225677133,2021,cleaned_objek_wisata_belanja.csv,Sumur Bandung,38323.0,3.49,10980.8
ARENA EXPERIENCE,JL. AMBON NO. 9,Bandung Wetan,tourism_shopping,-6.907256820449246,107.6161821953252,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
SKATERS CIHAMPELAS,JL. CIHAMPELAS NO. 155,Coblong,tourism_shopping,-6.893796532446485,107.60408036277398,2021,cleaned_objek_wisata_belanja.csv,Coblong,115273.0,7.31,15769.22
CARDINAL,JL. CIHAMPELAS NO. 153,Coblong,tourism_shopping,-6.89395824053069,107.60397378356156,2021,cleaned_objek_wisata_belanja.csv,Coblong,115273.0,7.31,15769.22
RUSS & CO.STORE,JL. SULTAN AGUNG NO. 27,Bandung Wetan,tourism_shopping,-6.903641474320705,107.61294912547768,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
PHILIP WORKS,JL. BAHUREKSA NO. 1,Bandung Wetan,tourism_shopping,-6.9051832111410825,107.61378798633962,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
KZL KRIZLIBERATION,JL. MAULANA YUSUF NO. 2,Bandung Wetan,tourism_shopping,-6.901902427254507,107.61363836441538,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
NA KAMOE BY NA POCUT MOSLEM STORE,JL. SULTAN TIRTAYASA NO. 16,Bandung Wetan,tourism_shopping,-6.9029278535518905,107.6129823177866,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
SILMA ID,JL. CIKUTRA NO. 181,Bandung Wetan,tourism_shopping,-6.892161182194223,107.64293084823062,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
APPAREL STORE,JL. SULTAN AGUNG NO. 5,Bandung Wetan,tourism_shopping,-6.904037707147792,107.61135418938628,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
BEGAN CLOTHING,JL. TRUNOJOYO NO. 25,Bandung Wetan,tourism_shopping,-6.902188122151149,107.61371903678844,2021,cleaned_objek_wisata_belanja.csv,Bandung Wetan,28848.0,3.44,8386.05
