nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category,kategori_resto,jumlah_ulasan,mall_per_capita,minimarket_density,taman_per_capita,ulasan_per_capita,competition_density,market_potential,infrastructure_score,retail_accessibility,population_tier,density_tier,review_tier,rating_normalized,high_rating,excellent_rating,high_volume_reviews,very_high_volume_reviews,log_jumlah_ulasan,log_kepadatan,kategori_resto_encoded,price_range_encoded,price_category_interaction,rating_review_interaction,density_infrastructure,success_category,market_attractiveness,business_viability,competition_target
AFC FRIED CHICKEN,"3HGW+Q6R, JL. PAGARSIH",astanaanyar,4.48,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Fast Food,669,0.041626854956377815,7.462686567164178,0.20482849027747432,9.135350666375354,249.62686567164178,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Very Low,0.8700000000000001,0,0,0,0,6.507277712385012,10.215607449024873,4,2,8,29.152604151484855,1039687.0954517728,High,High,High Risk,Go
BRAD'S BURGER BANDUNG,"GANG CITEPUS NO 9A/212 ( BLKANG, JL. PAGARSIH NO.64",astanaanyar,4.48,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Fast Food,518,0.041626854956377815,7.462686567164178,0.20482849027747432,7.073410530915447,193.28358208955223,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Very Low,0.8700000000000001,0,0,0,0,6.251903883165888,10.215607449024873,4,2,8,28.00852939658318,1039687.0954517728,High,High,High Risk,Go
IPIZZ ITALIAN PIZZA,JL. TERUSAN PASIRKOJA NO.28,astanaanyar,4.8,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Fast Food,16,0.041626854956377815,7.462686567164178,0.20482849027747432,0.21848372296263927,5.970149253731343,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Very Low,0.95,1,1,0,0,2.833213344056216,10.215607449024873,4,3,12,13.599424051469837,1039687.0954517728,Low,High,High Risk,Go
NASI CAMPUR TJIANG,JL. CIBADAK NO.252,astanaanyar,4.1,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Local Food,7301,0.041626854956377815,7.462686567164178,0.20482849027747432,99.69685383438934,2724.2537313432836,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,High,0.7749999999999999,0,0,1,1,8.895903562215581,10.215607449024873,7,2,14,36.47320460508388,1039687.0954517728,High,High,High Risk,Go
SATE SJ,JL. PAGARSIH NO.56-54,astanaanyar,4.3,Rp 15.000 - 50.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,3254,0.041626854956377815,7.462686567164178,0.20482849027747432,44.43412715752677,1214.1791044776119,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Low,0.825,0,0,1,0,8.08794755464267,10.215607449024873,8,2,16,34.77817448496348,1039687.0954517728,High,High,High Risk,Go
SATE SEAFOOD JINAN,JL. PAGARSIH NO.83,astanaanyar,4.48,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Seafood,132,0.041626854956377815,7.462686567164178,0.20482849027747432,1.8024907144417741,49.253731343283576,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Very Low,0.8700000000000001,0,0,0,0,4.890349128221754,10.215607449024873,9,2,18,21.908764094433458,1039687.0954517728,Medium,High,High Risk,Go
SAMCAN GORENG EPENK,JL. CIBADAK NO.223,astanaanyar,4.5,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,120,0.041626854956377815,7.462686567164178,0.20482849027747432,1.6386279222197946,44.776119402985074,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Very Low,0.875,1,0,0,0,4.795790545596741,10.215607449024873,8,3,24,21.581057455185338,1039687.0954517728,Low,High,High Risk,Go
CIBADAK NIGHT CULINARY FESTIVAL,JL. CIBADAK NO.50-155,astanaanyar,4.6,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,179,0.041626854956377815,7.462686567164178,0.20482849027747432,2.444286650644527,66.79104477611939,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Very Low,0.8999999999999999,1,0,0,0,5.19295685089021,10.215607449024873,8,3,24,23.887601514094968,1039687.0954517728,Medium,High,High Risk,Go
DIMSUM NIKMAT,"GG. SALUYU I NO.10, RT.5/RW.6",astanaanyar,5.0,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Chinese Food,146,0.041626854956377815,7.462686567164178,0.20482849027747432,1.9936639720340836,54.4776119402985,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Very Low,1.0,1,1,0,0,4.990432586778736,10.215607449024873,2,3,6,24.952162933893682,1039687.0954517728,Medium,High,High Risk,Go
JOOZ BAR,JL. CIBADAK NO.263,astanaanyar,3.5,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Low (≤3.5),Restaurant,445,0.041626854956377815,7.462686567164178,0.20482849027747432,6.076578544898405,166.04477611940297,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Very Low,0.625,0,0,0,0,6.100318952020064,10.215607449024873,8,1,8,21.351116332070227,1039687.0954517728,High,High,Medium Risk,Consider
OJISAN SMOKEHOUSE,JL. CIKAJANG RAYA I NO.75,arcamanik,4.7,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,74,0.03792177643357085,1.7127799736495388,0.9578663216689266,0.9205468545909165,9.749670619235836,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,0.925,1,0,0,0,4.31748811353631,9.267870327896935,8,3,24,20.292194133620658,985491.6115974076,Low,Low,Low Risk,Avoid
GARAGE SEI,JL. PURBALARANG NO.91,arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,44,0.03792177643357085,1.7127799736495388,0.9578663216689266,0.5473521838108152,5.797101449275362,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,1.0,1,1,0,0,3.8066624897703196,9.267870327896935,8,3,24,19.033312448851596,985491.6115974076,Low,Low,Low Risk,Avoid
CHICKENIN,JL. PACUAN KUDA NO.145,arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,9,0.03792177643357085,1.7127799736495388,0.9578663216689266,0.11195840123403038,1.1857707509881423,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,1.0,1,1,0,0,2.302585092994046,9.267870327896935,8,3,24,11.51292546497023,985491.6115974076,Low,Low,Low Risk,Avoid
ONE BURGER_ARCAMANIK,JALAN OLAHRAGA NO.5 BLKNG SDN ARCAMANIK ENDAH,arcamanik,4.9,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Fast Food,121,0.03792177643357085,1.7127799736495388,0.9578663216689266,1.5052185054797418,15.942028985507246,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,0.9750000000000001,1,1,0,0,4.804021044733257,9.267870327896935,4,3,12,23.53970311919296,985491.6115974076,Low,Low,Low Risk,Avoid
MARSHALL BURGER,JL. GOLF BAR. XIII NO.4,arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Fast Food,5,0.03792177643357085,1.7127799736495388,0.9578663216689266,0.06219911179668354,0.6587615283267457,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,1.0,1,1,0,0,1.791759469228055,9.267870327896935,4,3,12,8.958797346140274,985491.6115974076,Low,Low,Low Risk,Avoid
TAJIL AREN ARCAMANIK,JL. TAEKWONDO JL. ARCAMANIK ENDAH NO.3,arcamanik,4.8,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,124,0.03792177643357085,1.7127799736495388,0.9578663216689266,1.542537972557752,16.337285902503293,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,0.95,1,1,0,0,4.8283137373023015,9.267870327896935,8,3,24,23.175905939051045,985491.6115974076,Low,Low,Low Risk,Avoid
CORNDOG MOZARELLA,JL. A.H. NASUTION NO.144,arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,150,0.03792177643357085,1.7127799736495388,0.9578663216689266,1.8659733539005063,19.76284584980237,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,1.0,1,1,0,0,5.017279836814924,9.267870327896935,8,3,24,25.086399184074622,985491.6115974076,Medium,Low,Low Risk,Avoid
MEATANDSPICE,JL. ATLETIK X NO.14,arcamanik,4.6387755102040815,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,551,0.03792177643357085,1.7127799736495388,0.9578663216689266,6.854342119994527,72.59552042160738,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,0.9096938775510204,1,0,0,0,6.313548046277095,9.267870327896935,8,3,24,29.287132059567014,985491.6115974076,High,Low,Low Risk,Avoid
NO' DIMSUM,JL. SARIMAS IV NO.65,arcamanik,4.6387755102040815,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Chinese Food,179,0.03792177643357085,1.7127799736495388,0.9578663216689266,2.226728202321271,23.583662714097496,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,0.9096938775510204,1,0,0,0,5.19295685089021,9.267870327896935,2,3,6,24.088961065456015,985491.6115974076,Medium,Low,Low Risk,Avoid
KUANGMING VEGETARIAN RESTAURANT,JL. JEND. SUDIRMAN NO.245,astanaanyar,4.4,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,153,0.041626854956377815,7.462686567164178,0.20482849027747432,2.089250600830238,57.089552238805965,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Very Low,0.8500000000000001,0,0,0,0,5.0369526024136295,10.215607449024873,8,2,16,22.16259145061997,1039687.0954517728,Medium,High,High Risk,Go
CRATE RESTO AND BAR,JL. JEND. SUDIRMAN NO.297,astanaanyar,5.0,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,136,0.041626854956377815,7.462686567164178,0.20482849027747432,1.857111645182434,50.74626865671642,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Very Low,1.0,1,1,0,0,4.919980925828125,10.215607449024873,8,3,24,24.599904629140624,1039687.0954517728,Medium,High,High Risk,Go
"EIGHTFULLY COFFEE & MILK BAR, PAGARSIH",JL. PAGARSIH NO.120,astanaanyar,4.3,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Cafe,553,0.041626854956377815,7.462686567164178,0.20482849027747432,7.55134367489622,206.34328358208953,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Very Low,0.825,0,0,0,0,6.317164686747284,10.215607449024873,1,2,2,27.16380815301332,1039687.0954517728,High,High,High Risk,Go
MUJO DINING BAR,JL. JEND. SUDIRMAN NO.297,astanaanyar,4.3,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,346,0.041626854956377815,7.462686567164178,0.20482849027747432,4.724710509067074,129.1044776119403,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Very Low,0.825,0,0,0,0,5.849324779946859,10.215607449024873,8,2,16,25.152096553771493,1039687.0954517728,Medium,High,High Risk,Go
AYIN CATERING,JL. CIBADAK NO.223,astanaanyar,4.4,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,178,0.041626854956377815,7.462686567164178,0.20482849027747432,2.4306314179593618,66.41791044776119,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Very Low,0.8500000000000001,0,0,0,0,5.187385805840755,10.215607449024873,8,2,16,22.824497545699323,1039687.0954517728,Medium,High,High Risk,Go
CICI MENTAI,JL. H. SAPARI NO.3,astanaanyar,4.9,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,33,0.041626854956377815,7.462686567164178,0.20482849027747432,0.45062267861044353,12.313432835820894,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Very Low,0.9750000000000001,1,1,0,0,3.5263605246161616,10.215607449024873,8,3,24,17.279166570619193,1039687.0954517728,Low,High,High Risk,Go
DELIC BENTO & RICE BOWL,JL. ANTABARU II BLOK E - 4,arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,9,0.03792177643357085,1.7127799736495388,0.9578663216689266,0.11195840123403038,1.1857707509881423,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,1.0,1,1,0,0,2.302585092994046,9.267870327896935,8,3,24,11.51292546497023,985491.6115974076,Low,Low,Low Risk,Avoid
ORCHI FRIED CHICKEN BANDUNG CISARANTEN,JL. CISARANTEN KULON NO.132-140,arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Fast Food,48,0.03792177643357085,1.7127799736495388,0.9578663216689266,0.597111473248162,6.324110671936759,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,1.0,1,1,0,0,3.8918202981106265,9.267870327896935,4,3,12,19.45910149055313,985491.6115974076,Low,Low,Low Risk,Avoid
D'BESTO CHICKEN & BURGER GURUMINDA,JL. CISARANTEN KULON NO.20,arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Fast Food,93,0.03792177643357085,1.7127799736495388,0.9578663216689266,1.156903479418314,12.25296442687747,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,1.0,1,1,0,0,4.543294782270004,9.267870327896935,4,3,12,22.71647391135002,985491.6115974076,Low,Low,Low Risk,Avoid
JABA KIMCHI,"RUMAH WARNA CREAM, JL.CISARANTEN KULON, GG.H.MUGNI (SAMPING
  TOKO ZERO 1, UJUNG GANG NO.135, RT.03/RW.04",kiaracondong,4.0,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Medium (3.5-4.0),Restaurant,563,0.007609597224018933,6.206896551724138,0.12936315280832186,4.28420323712266,97.06896551724138,838324.17,54.0,37.0,Very High,Medium,Very Low,0.75,0,0,0,0,6.335054251498059,10.028286364423748,8,2,16,25.340217005992237,1223500.14,Medium,Low,Low Risk,Avoid
PIZZA NA PIZZA,JL. SPEED BOAT NO.16,arcamanik,4.6387755102040815,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Fast Food,290,0.03792177643357085,1.7127799736495388,0.9578663216689266,3.6075484842076455,38.20816864295125,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,0.9096938775510204,1,0,0,0,5.673323267171493,9.267870327896935,4,3,12,26.31727303322613,985491.6115974076,Medium,Low,Low Risk,Avoid
BISTIK DAPUR EIH,JL. KOMP. ANTABARU DUA NO.7 BLOK H,arcamanik,4.6387755102040815,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,235,0.03792177643357085,1.7127799736495388,0.9578663216689266,2.9233582544441266,30.96179183135705,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,0.9096938775510204,1,0,0,0,5.4638318050256105,9.267870327896935,8,3,24,25.345489169026965,985491.6115974076,Medium,Low,Low Risk,Avoid
SEAFOOD BAKAR ID,JL. CINGISED,arcamanik,4.6387755102040815,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Seafood,150,0.03792177643357085,1.7127799736495388,0.9578663216689266,1.8659733539005063,19.76284584980237,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,0.9096938775510204,1,0,0,0,5.017279836814924,9.267870327896935,9,3,27,23.2740348348578,985491.6115974076,Medium,Low,Low Risk,Avoid
DANISHKOE,JL. ANTHORIUM NO.17,arcamanik,4.8,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,139,0.03792177643357085,1.7127799736495388,0.9578663216689266,1.7291353079478027,18.31357048748353,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,0.95,1,1,0,0,4.941642422609304,9.267870327896935,8,3,24,23.71988362852466,985491.6115974076,Medium,Low,Low Risk,Avoid
WAROENG SNOEPEN CISARANTEN,"KOMPLEK GURUMINDA, JL. INDRA JAYA I NO.27 BLOK B",arcamanik,4.9,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,31,0.03792177643357085,1.7127799736495388,0.9578663216689266,0.385634493139438,4.084321475625823,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,0.9750000000000001,1,1,0,0,3.4657359027997265,9.267870327896935,8,3,24,16.98210592371866,985491.6115974076,Low,Low,Low Risk,Avoid
IT'S MY DESSERT,JL. CISARANTEN KULON I NO.55,arcamanik,4.6387755102040815,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,106,0.03792177643357085,1.7127799736495388,0.9578663216689266,1.318621170089691,13.96574440052701,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,0.9096938775510204,1,0,0,0,4.672828834461906,9.267870327896935,8,3,24,21.67620396067737,985491.6115974076,Low,Low,Low Risk,Avoid
KULINER DESIGN'IC,JL. CINGISED NO.89,arcamanik,4.8,Rp 15.000 - 50.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,104,0.03792177643357085,1.7127799736495388,0.9578663216689266,1.2937415253710176,13.70223978919631,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,0.95,1,1,0,0,4.653960350157523,9.267870327896935,8,3,24,22.33900968075611,985491.6115974076,Low,Low,Low Risk,Avoid
RUMAH AQIQAH BANDUNG,JL. GOLF BARAT RAYA NO.36,arcamanik,4.9,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,80,0.03792177643357085,1.7127799736495388,0.9578663216689266,0.9951857887469366,10.540184453227932,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,0.9750000000000001,1,1,0,0,4.394449154672439,9.267870327896935,8,3,24,21.532800857894955,985491.6115974076,Low,Low,Low Risk,Avoid
JADID COFFEE,RUKO PURI DAGO JL. TERUSAN JAKARTA KAV 44 NO 368,arcamanik,4.6,Rp 15.000 - 50.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Cafe,451,0.03792177643357085,1.7127799736495388,0.9578663216689266,5.6103598840608555,59.42028985507247,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,0.8999999999999999,1,0,0,0,6.113682179832232,9.267870327896935,1,3,3,28.122938027228262,985491.6115974076,High,Low,Low Risk,Avoid
HAROMAIN DATES,JL. ARCAMANIK ENDAH NO.MOR 52A,arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,62,0.03792177643357085,1.7127799736495388,0.9578663216689266,0.771268986278876,8.168642951251647,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,1.0,1,1,0,0,4.143134726391533,9.267870327896935,8,3,24,20.715673631957664,985491.6115974076,Low,Low,Low Risk,Avoid
AL-FATH FOOD,JL. ARCAMANIK ENDAH NO.37,arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,97,0.03792177643357085,1.7127799736495388,0.9578663216689266,1.2066627688556608,12.779973649538867,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,1.0,1,1,0,0,4.584967478670572,9.267870327896935,8,3,24,22.92483739335286,985491.6115974076,Low,Low,Low Risk,Avoid
"UNCLE JOO. DIMSUM, STEAK & CHICKEN",JL. CINGISED NO.23,arcamanik,1.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Low (≤3.5),Chinese Food,95,0.03792177643357085,1.7127799736495388,0.9578663216689266,1.1817831241369874,12.516469038208168,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,0.0,0,0,0,0,4.564348191467836,9.267870327896935,2,0,0,4.564348191467836,985491.6115974076,Low,Low,Low Risk,Avoid
ALL SHE NEEDS KITCHEN,JL. PARAKAN MAS V NO.5,arcamanik,4.6,Rp 15.000 - 50.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,152,0.03792177643357085,1.7127799736495388,0.9578663216689266,1.8908529986191798,20.02635046113307,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,0.8999999999999999,1,0,0,0,5.030437921392435,9.267870327896935,8,3,24,23.1400144384052,985491.6115974076,Medium,Low,Low Risk,Avoid
TEMPAT MAKAN,"3M7G+7XH, JL. CISARANTEN KULON",arcamanik,4.6,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Local Food,745,0.03792177643357085,1.7127799736495388,0.9578663216689266,9.267667657705848,98.15546772068511,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,0.8999999999999999,1,0,0,0,6.61472560020376,9.267870327896935,7,3,21,30.427737760937294,985491.6115974076,High,Low,Low Risk,Avoid
DE'CHICK FRIEDCHICKEN PARAKANSAAT.III,"3M7C+4XQ, JL. PARAKAN SAAT III",arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,87,0.03792177643357085,1.7127799736495388,0.9578663216689266,1.0822645452622937,11.462450592885375,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,1.0,1,1,0,0,4.477336814478207,9.267870327896935,8,3,24,22.386684072391034,985491.6115974076,Low,Low,Low Risk,Avoid
23 HOT DOG AND BURGER CORNER,JL. ICE SKATING I NO.8,arcamanik,4.6387755102040815,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Fast Food,184,0.03792177643357085,1.7127799736495388,0.9578663216689266,2.2889273141179545,24.242424242424242,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,0.9096938775510204,1,0,0,0,5.220355825078324,9.267870327896935,4,3,12,24.216058755924553,985491.6115974076,Medium,Low,Low Risk,Avoid
JAJANAN KOREA,JALAN KOMPLEK GRIYA CARAKA BLOK E20,arcamanik,3.5,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Low (≤3.5),Korean Food,2318,0.03792177643357085,1.7127799736495388,0.9578663216689266,28.83550822894249,305.4018445322793,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Low,0.625,0,0,1,0,7.7488913372555315,9.267870327896935,6,1,6,27.12111968039436,985491.6115974076,High,Low,Low Risk,Consider
RICEBOWL DAPUR KIRANAYA,JL. E. ANDJALI JL. CINGISED,arcamanik,4.6387755102040815,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,635,0.03792177643357085,1.7127799736495388,0.9578663216689266,7.8992871981788095,83.6627140974967,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,0.9096938775510204,1,0,0,0,6.455198563340122,9.267870327896935,8,3,24,29.94421700912673,985491.6115974076,High,Low,Low Risk,Avoid
DOROKDOKBEB,JL. PARAKAN SAAT NO.46F,arcamanik,4.6387755102040815,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,110,0.03792177643357085,1.7127799736495388,0.9578663216689266,1.368380459527038,14.492753623188406,169971.52159740755,93.04841784216546,16.04841784216546,Medium,Sparse,Very Low,0.9096938775510204,1,0,0,0,4.709530201312334,9.267870327896935,8,3,24,21.846453362414152,985491.6115974076,Low,Low,Low Risk,Avoid
