Unnamed: 0,nama,alamat,kecamatan,type,tahun,source_file,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),place_id,google_rating,price_range_rupiah,business_status,processed_at
418,SOP BUNTUT SAPI HJ. INE,"JL. A. YANI NO.29B, RT.001/RW.002",sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJZdUreQDnaC4RsylZju4haco,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:24:36
419,SATE BANG ROHIM NARIPAN,JL. NARIPAN NO.57-61,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJo75BOGLnaC4R98pHPmW6Kgo,4.8,,OPERATIONAL,2025-06-28 21:24:37
420,KITCHEN HUB,JL. SUNDA NO.69,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJVxtEoUfnaC4RPnMkVRGDCDU,4.7,,OPERATIONAL,2025-06-28 21:24:38
421,SOONYOTO,PS. KOSAMBI,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJQ72cOaznaC4RqTHeeR62bLM,,,OPERATIONAL,2025-06-28 21:24:40
422,NATUNA SEAFOOD,JL. NATUNA NO.7,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJn4qtzVrnaC4Rs0Fv2uNFU2E,4.6,,OPERATIONAL,2025-06-28 21:24:41
423,ANEKA 38 SEAFOOD BANDUNG,JL. SUMATERA NO.18,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJc-SG3qjnaC4Rzyq1wOHz9no,4.8,,OPERATIONAL,2025-06-28 21:24:42
424,GLUTEN FREE COOKIES NOII'S KITCHEN,JL. EMBONG NO.16,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJi15fIcXnaC4RfeGWEtXc3dM,5,,OPERATIONAL,2025-06-28 21:24:43
425,BATAGOR KINGSLEY,JL. VETERAN NO.25,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ2Qhn3y3maC4Rvm5p6Atzj3s,4.2,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:24:44
426,ACUS DAPUR NUSANTARA,"RUKO ITC KOSAMBI, JL. BARANANG SIANG NO.12 BLOK G",sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJfZdfdajnaC4Rwv_9ssGLg9E,4.2,,OPERATIONAL,2025-06-28 21:24:45
427,WARTEG IBU BROTO,"3JM9+2M3, ALUN ALUN BELAKANG JIWASRAYA",sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJDUtfgjLmaC4RTgQ8XqtWgLI,4.5,,OPERATIONAL,2025-06-28 21:24:46
428,WARUNG NASI BU CUCU,"3JJ9+FQW, JL. BARANANG SIANG",sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJazQ3HW7naC4RtEFFwAgaiGA,,,OPERATIONAL,2025-06-28 21:24:48
429,NASI GORENG KAMBING PUTRA BANYUMAS,"ITC KOSAMBI, DPAN, JL. BARANANG SIANG",sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJp71wRC3maC4RuBYZcbZU3jQ,5,,OPERATIONAL,2025-06-28 21:24:49
430,MIE BASO CEKER LESGAR,"PS. KOSAMBI, DEPAN, JL. BARANANG SIANG NO.1",sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJBYUQ1UznaC4R5Ei3tztFzdU,4.6,,OPERATIONAL,2025-06-28 21:24:50
431,MIE BASO SAPI MANG EMAN,JL. BARANANG SIANG NO.4,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ-SkMewDnaC4R1mdeNDBf7WE,4.7,,OPERATIONAL,2025-06-28 21:24:51
432,MIE BASO CAMPUR BUNGSU,JL. VETERAN NO.46,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ-U0porXnaC4RMnjpzwhn6O0,4.6,,OPERATIONAL,2025-06-28 21:24:52
433,BAKSO KUMKUM,JL. SURAREJA,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJF8CqlCbnaC4R0dRceTssVkA,5,,OPERATIONAL,2025-06-28 21:24:53
434,WARUNG BI EEM,JL. PANAITAN NO.22,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJs0z46BbnaC4R5ckm7Lk6cJM,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:24:55
435,MIE BASO RASIMAN,JL. VETERAN NO.111,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJqz3-W_7naC4RJsnjFOY6lDU,5,,OPERATIONAL,2025-06-28 21:24:56
436,MIE BASO OPUNG,JL. BARANANG SIANG NO.36,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJgZgDncHnaC4Ry4hoXRfxqH4,4.5,,OPERATIONAL,2025-06-28 21:24:57
437,NASI GORENG YONAN,"JL. BARANANG SIANG NO.GANG, RT.07/RW.10",sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJNRf0cGvnaC4Rwpicq8QDK88,3.7,,OPERATIONAL,2025-06-28 21:24:59
438,WARUNG NASI IBU ENCUM,JL. BARANANG SIANG NO.34B,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJFRpfOS3maC4RE4I1WxYFNAU,,,CLOSED_PERMANENTLY,2025-06-28 21:25:00
439,PEMPEK 10 ULU PAK ANANG,JL. SUNDA NO.67,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJFyiW2i3maC4R5RNu84uc6xU,4.2,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:25:01
440,IKAN LAUT BAKAR SUNDA RASA,JL. CIBUNUT NO.34,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJq8hbri3maC4RIWPH0upZCzo,4.5,,OPERATIONAL,2025-06-28 21:25:02
441,ANGKRINGAN SCOOTER,JL. VETERAN NO.74,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJOVK6VizmaC4RryS4T-MgFH4,4.4,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 21:25:03
442,SABANA KAPAU BARANANGSIANG,JL. BARANANG SIANG NO.5,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJER-GMi3maC4R0VgrTCmNQjA,4.2,,OPERATIONAL,2025-06-28 21:25:04
443,NASI GORENG PA WAWAN,JL. SUNDA,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJtWM4ri3maC4RzeFixMp-reY,4.8,,OPERATIONAL,2025-06-28 21:25:05
444,MARTABAK BANDUNG 89,JL. SUNDA NO.86,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJc0CfYDLmaC4RYXNOciZHCmc,4.7,,OPERATIONAL,2025-06-28 21:25:06
445,KANTIN IBU ERNA,JL. SUNDA NO.66,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJR2pkfzLmaC4RKyaYA38haBI,4.7,,OPERATIONAL,2025-06-28 21:25:07
446,WARNAS SUKASARI,JL. RAJAMANTRI WETAN DEPAN NO 17 BUAH BATU,lengkong,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJDUtfgjLmaC4Rglgj-PIyHN0,,,OPERATIONAL,2025-06-28 21:25:08
447,GANETO RUMAH MAKAN,"JL. NARIPAN NO. 147 KEBON PISANG SUMURBANDUNG BANDUNG JAWA
  BARAT",sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJp4jEjCzmaC4Rg5zeRseiRME,4.5,,OPERATIONAL,2025-06-28 21:25:10
448,WARUNG NASI MA ILOH,JL. BARANANG SIANG NO.22,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ3b9dbS3maC4R99-Di2BCvKY,5,,OPERATIONAL,2025-06-28 21:25:11
449,BATAGOR RIASARI,JL. VETERAN,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJwV35di7maC4RkJSkQAMjdFs,3.6,,OPERATIONAL,2025-06-28 21:25:14
450,NASI GORENG NAHDIA PUTRI BERKAH,JL. BARANANG SIANG NO.104,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJbfe2bC3maC4RGZAFlzZcglw,5,,OPERATIONAL,2025-06-28 21:25:16
451,PECEL LELE SABAR,JL. BARANANG SIANG,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ785BJPXnaC4R2zL753hsWQc,5,,OPERATIONAL,2025-06-28 21:25:17
452,BU WAHYU AYAM PENYET,"FOODLIFE TOSERBA YOGYA SUNDA, JL. SUNDA NO.60",sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJU1VVlS3maC4RDHWpbPPzno4,3,,OPERATIONAL,2025-06-28 21:25:19
453,"PEMPEK ""MURNI"" PALEMBANG","DEPAN, JL. BARANANG SIANG NO.4",sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ1ZJyMi3maC4RAYepMdnSxLo,5,,OPERATIONAL,2025-06-28 21:25:20
454,PINUKKA CATERING & RESTO,JL. NARIPAN NO.131,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJsQuHXyzmaC4RiTcQLaKUTZA,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:25:21
455,WARUNG SATE HM HARRIS,JL. ASIA AFRIKA NO.155,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJT5aRFS_maC4RXxljCTxc9_4,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:25:23
456,AYAM GALAK BARA8,JL. BARANANG SIANG NO.59,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ438wOgDnaC4R5voeMQMiSoA,5,,OPERATIONAL,2025-06-28 21:25:24
457,SAYOGI MINASI,JL. BARANANG SIANG NO.65,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJI2W3Q0rnaC4RfUAJOO-az8s,5,,OPERATIONAL,2025-06-28 21:25:25
458,WARUNG NASI IBU ODJOH,"3JM9+675, JL. SUNDA",sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJU-kLIADnaC4Rif7b5nxLPaw,,,OPERATIONAL,2025-06-28 21:25:26
459,WARUNG NASI NS,JL. BARANANG SIANG NO.61,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ89xTbS3maC4R4H2VpFW7ND8,4.8,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 21:25:28
460,SOTO SULUNG,"FOODLIFE TOSERBA YOGYA SUNDA, JL. SUNDA NO.60",sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJNwXyhS3maC4RXa-G75itV6w,4.2,,OPERATIONAL,2025-06-28 21:25:29
461,QUEEN YUMMY,JL. BARANANG SIANG NO.61,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJDx-NBgDnaC4R3l0TfYVp6c8,,,OPERATIONAL,2025-06-28 21:25:30
462,NASI KUNING BU APONG,JL. TAMAN CIBUNUT UTARA NO.1,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJR_P6gbXnaC4RQIE5MrOF3O0,4.3,,OPERATIONAL,2025-06-28 21:25:31
463,WARUNG MALAM,JL. BARANANG SIANG NO.73/34A,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJazzIbADnaC4RwqqXIK7g2a0,5,,OPERATIONAL,2025-06-28 21:25:32
464,VINCERO SOCIAL HOUSE,JL. PANAITAN NO.33,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJnbTtHnznaC4RfudDpsUPr7A,4.5,,CLOSED_PERMANENTLY,2025-06-28 21:25:33
465,RM IBU HAJI CIJANTUNG VAN DEVENTER,"3JJ8+X2X, JL. VAN DEVENTER",sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ5WeuwT3naC4RVJynMsThnyw,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:25:35
466,MASAKAN RUMAH DAPUR SAAD,JL. SAAD NO.9,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ_5vW7SvmaC4ROtrWxvA8T90,4.9,,OPERATIONAL,2025-06-28 21:25:36
467,WARTEG JAYA BAHARI,JL. BARANANG SIANG NO.28,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ75X2ci3maC4RateJudwMiDs,4.5,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 21:25:37
468,WARUNG NASI IBU TETI,JL. BARANANG SIANG NO.59,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJj3Jcay3maC4RzzmXRl-rfZQ,4.8,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 21:25:38
469,WARUNG BU MAY,PS. KOSAMBI,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ92C8eTPnaC4ReupZAemoMhk,5,,OPERATIONAL,2025-06-28 21:25:39
470,RUMAH MAKAN NY TJOAN,JL. SAAD NO.26,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJBZi1aS7maC4RzvDO-myKd9g,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:25:40
471,KEDAI NYONYA RUMAH,JL. NARIPAN NO.92C,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJU1Tb9S7maC4R20vC4_Txp1E,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:25:41
472,KINJO SHOKUDO (BENTO & TEPPANYAKI),"PS. KOSAMBI, JL. A. YANI NO.43 BLOK MB 42",sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJL79nMADnaC4RXkagAn9tJck,4.3,,OPERATIONAL,2025-06-28 21:25:42
473,CHICKEN SUMO,"TOSERBA YOGYA, JL. SUNDA",sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJIZisnC3maC4RwUhkZOxM6uI,3.6,,OPERATIONAL,2025-06-28 21:25:43
474,YAMI YAMI NOODLE HOUSE,JL. SUNDA NO.MOR 53,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJu0oXhS3maC4RokI-NC2WOkM,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:25:44
475,CLASSIC CAFE & RESTO,JL. NARIPAN NO.48,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJQze_mzrmaC4RPuaBLSBgWcM,4.2,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:25:45
476,UMANARI CAFE & RESTO,JL. NARIPAN NO.36,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJy1C_fRHnaC4R09YD_qc_72s,4.8,,OPERATIONAL,2025-06-28 21:25:49
477,BRUSSELS SPRING,JL. VETERAN NO.5,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJMSMIyWbnaC4RyGIcQ1BsYAY,4.9,,OPERATIONAL,2025-06-28 21:25:53
478,ANNAS FRIED CHIKEN KEBON PISANG ID,JL. BARANANG SIANG JL. KOSAMBI NO.45,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ88NalbvnaC4Rk6G8MXvwFiA,,,OPERATIONAL,2025-06-28 21:25:54
479,WINGS UPSS,JL. NATUNA NO.5,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJA9_xFi3paC4RoUlOrqoghXM,4.7,,OPERATIONAL,2025-06-28 21:25:55
480,DIETGO KITCHEN,JL. NARIPAN NO.34,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJiZzPPS_naC4RWa78I5UA7Go,3.4,,OPERATIONAL,2025-06-28 21:25:56
481,SAGI KITCHEN,JL. SUNDA NO.85,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJz5uRac_naC4RbD2b8hCtJiU,,,OPERATIONAL,2025-06-28 21:25:58
482,FOODLIFE FOOD COURT,JL. SUNDA NO.60,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJNwXyhS3maC4RXa-G75itV6w,4.2,,OPERATIONAL,2025-06-28 21:25:59
483,HAYANG NGOPI,JL. EMBONG NO.6A,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ29rdUVnnaC4RWnYqGED5CG0,4.9,,OPERATIONAL,2025-06-28 21:26:00
484,NM CAFE AND RESTO,JL. VETERAN NO.17C,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ_1vLgkXnaC4RnS-UxO5Ku88,4.1,,OPERATIONAL,2025-06-28 21:26:01
485,HALOKA,JL. VETERAN NO.7,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJOcqhldvnaC4RPTJj4SrNysU,4.8,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:26:02
486,DAPUR CIBUNUT,JL. CIBUNUT NO.12 RT 07/07,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJBeviNq_naC4RjITWys10GoM,4.7,,CLOSED_PERMANENTLY,2025-06-28 21:26:03
487,JATINANGOR HOUSE - NARIPAN,JL. NARIPAN NO.34,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJM-nrbirnaC4R9HJ3NjvNr-g,3.1,,OPERATIONAL,2025-06-28 21:26:05
488,AMING COFFEE NARIPAN,JL. NARIPAN NO.47,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ-TBO_27naC4RkGj6c4Y19w8,4.5,,OPERATIONAL,2025-06-28 21:26:06
489,MOUNLY - SAMPING YOGYA SUNDA,"SAMPING YOGYA SUNDA, JL. SUNDA NO.60",sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ75sjUXnnaC4RhmJec9LYfBU,4.8,,OPERATIONAL,2025-06-28 21:26:07
490,SAMBEL HEJO NATUNA,JL. NATUNA NO.29,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ8dF3HDLmaC4R-uls_2Jkgwo,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:26:08
491,LAUT SUNDA RUMAH MAKAN,JL. SUNDA NO.77,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJV2XerS3maC4RSQ-gOsqBuHI,,,OPERATIONAL,2025-06-28 21:26:09
492,CANTON CHINESE FOOD,JL. SUNDA NO.25,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJZTR-QizmaC4RlzMeSr3tPW4,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:26:10
493,SEMADO'S SHAWARMA,JL. NARIPAN NO.63B,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJs-doii7maC4RrpF5UPZuKgE,,,CLOSED_PERMANENTLY,2025-06-28 21:26:11
494,KEUKEN VAN ELSJE,JL. BUTON NO.11,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJK8jQCS7maC4Rbb7jOcufpk4,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:26:12
495,RAMENINPO THE HALLWAY KOSAMBI,"THE HALLWAY SPACE, PS. KOSAMBI, JL. A. YANI NO.221 LT. 2",sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ4UV7iXLnaC4R0w5ys84ACeo,4.7,,OPERATIONAL,2025-06-28 21:26:13
496,MARTY'S PIZZA,JL. BRAGA NO.45,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJu1yDXmPnaC4RQHUbAN8XMPQ,4.5,,OPERATIONAL,2025-06-28 21:26:14
497,UDAY CAFE & RESTO,"BRAGA CITIWALK LT. G, JL. BRAGA NO. 99,101, BRAGA, SUMUR
  BANDUNG",sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ9by5tzrmaC4R5kvKrBesGfg,4.2,,OPERATIONAL,2025-06-28 21:26:16
498,TERRACE RESTO OMALIA CAFE,JL. BRAGA NO.74,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ3YNUbzrnaC4RGbrz-ZYcs18,4.1,,OPERATIONAL,2025-06-28 21:26:17
499,HOT SATAY - SATE GORENG PEDAS,JL. TELEPON NO.5,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJDZJ0yffnaC4R96_5sDMeWvM,4.9,,OPERATIONAL,2025-06-28 21:26:18
500,NASI SATE & GULE PAK LILI,GG. SUNIARAJA NO.42,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJAeXmPjvmaC4R6vHqFqUTy-Q,4.8,,OPERATIONAL,2025-06-28 21:26:19
501,"SATE ""AJ"" ASIN PEDAS (SATE AYAM, SATE SAPI, KAMBING)",JL. SUNIARAJA NO.32,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJq1fa0I_naC4RDqG3TSu3nfY,4.6,,OPERATIONAL,2025-06-28 21:26:20
502,MILK N CRUMBS BRAGA,JL. BRAGA NO.43,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJgazfapLnaC4R7E4Dpdj5OLY,4.9,,OPERATIONAL,2025-06-28 21:26:21
503,SWEET CANTINA,JL. BRAGA NO.89,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJwWtRrzrmaC4RHBPJXj09OsQ,4.5,,OPERATIONAL,2025-06-28 21:26:22
504,LAKKER CAKE SHOP,JL. BRAGA NO.83,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJJ4Gpr-TnaC4R3p-E6XZeq8E,4.6,,OPERATIONAL,2025-06-28 21:26:23
505,DIMSUM.INMONS.CIMAREME,KOMPLEK CIMAREME INDAH A4 NO.9,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJFYMZEefnaC4RZBskHPMb5R8,2.5,,OPERATIONAL,2025-06-28 21:26:24
506,KEDAI DIMSUM TELEPON,JL. TELEPON NO.5,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJBeXwl97naC4RJjIff7ZQIL4,,,OPERATIONAL,2025-06-28 21:26:25
507,KANTIN FAMILY (LOTEK CI AAN),JL. PECINAN LAMA GG. IYAS NO.9 RT02/002,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJp5fWLBrnaC4RH2YuHhB76aE,5,,CLOSED_TEMPORARILY,2025-06-28 21:26:26
508,RESTAURANT RASA,JL. TAMBLONG NO.15,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJAQC0yS_maC4RJwoJ-poaY7k,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:26:28
509,TOKO SEJATI,JL. SUNIARAJA NO.120,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ50xfgTzmaC4RwS0wOf3ETvY,4.4,,OPERATIONAL,2025-06-28 21:26:29
510,KLAS TAP BAR,JL. SUNDA NO.65,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJh53CL7jnaC4R2IQezZUcAFU,4.9,,CLOSED_PERMANENTLY,2025-06-28 21:26:30
511,FORK,JL. LEMBONG NO.8,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJwwoI8sLnaC4RTS9AdjWzGEU,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:26:31
512,LONTONG KARI GOW-GOW ALKATER,JL. ALKATERI NO.20,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJETfA1JnnaC4ROdfx8S0W_28,4.5,,OPERATIONAL,2025-06-28 21:26:32
513,MER KOFFIE & BRUNCH,JL. BRAGA NO.64 2ND FLOOR,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJi9G2NIDnaC4RG2ULI3Ko7K8,,,OPERATIONAL,2025-06-28 21:26:33
514,CHIIZ O CHICKEN,JL. ABC NO.21,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJI9hftiTmaC4RqEdWCXKmXrA,,,CLOSED_PERMANENTLY,2025-06-28 21:26:34
515,BRAGA PERMAI,JL. BRAGA NO.58,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJS07xqDrmaC4RzZQFjNhp928,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:26:35
516,MAISON BOGERIJEN,JL. BRAGA NO.58,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJAQDwqDrmaC4RaukE-LIo4tg,5,,OPERATIONAL,2025-06-28 21:26:36
517,WENDY'S - BRAGA,JL. BRAGA NO.99-101,sumur bandung,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJGayDuTrmaC4RtSxUCkhaRWg,4.2,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 21:26:37
