,nama,alamat,kecamatan,type,tahun,source_file,Jumlah Penduduk,Luas Wilayah,Kepadatan Jiwa
4503,BEBEK GORENG JAGO,"3JF9+QR6, JL. BURANGRANG, BURANGRANG, KEC.
  LENGKONG, KOTA BANDUNG, JAWA BARAT 40262",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4504,BEBEK GORENG MAS TOMO,"JL. JAPATI NO.2A, SADANG SERANG, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40133",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4505,BEBEK GORENG MC. DARMO. LA,"3JJC+PP7, GG. ALANI 2, KB. PISANG, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4506,BEBEK GORENG PAK NDUT,"JL. HALIMUN NO.10, MALABAR, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40262",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4507,BEBEK ALI BORME,"BLOK 60, JL. TEUKU UMAR NO.6, LEBAK GEDE, COBLONG,
  BANDUNG CITY, WEST JAVA 40132",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4508,BEBEK GORENG STARDUCK,"JL. PAHLAWAN NO.10, CIHAUR GEULIS, KEC. CIBEUNYING
  KALER, KOTA BANDUNG, JAWA BARAT 40122",cibeunying kaler,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4509,BEBEK GRANAT,"JL. PALASARI NO.45 SEKTOR 45, TURANGGA, KEC.
  LENGKONG, KOTA BANDUNG, JAWA BARAT 40262",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4510,BEBEK HAJI LENET,"JL. BURANGRANG NO.42-40, BURANGRANG, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40262",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4511,BEBEK IAM,"JL. CIBARENGKOK NO.221/182C, RT.01/RW.10,
  SUKABUNGAH, KEC. SUKAJADI, KOTA BANDUNG, JAWA BARAT 40162",sukajadi,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4512,BEBEK ITEM MAS WANTO,"JL. DIPATI UKUR NO.68-62, LEBAKGEDE, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4513,BEBEK ITEM MAS WANTO PAHLAWAN,"JL. PAHLAWAN NO.70, NEGLASARI, KEC. CIBEUNYING
  KALER, KOTA BANDUNG, JAWA BARAT 40124",cibeunying kaler,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4514,BEBEK ITEM MAS WANTO TAMAN CITARUM,"3JWC+3RX, JL. CITARUM, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4515,BEBEK KALEYO - JLN. SUMATERA,"JL. SUMATRA NO.5 RW.7 RT 01, BRAGA, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40111",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4516,BEBEK KALEYO BANDUNG,"KOMPLEK BALI HEAVEN, JL. PASIR KALIKI NO.185-189,
  PAMOYANAN, KEC. CICENDO, KOTA BANDUNG, JAWA BARAT 40173",cicendo,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4517,BEBEK KALEYO BUAH BATU,"JL. BUAH BATU NO.243, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40265",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4518,BEBEK KALIO 88,"3JXC+F9C, CISANGKUY ST, CITARUM, BANDUNG WETAN,
  BANDUNG CITY, WEST JAVA 40115",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4519,BEBEK KALIO ANANDA,"JL. RANGGAMALELA NO.1A, TAMANSARI, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40116",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4520,BEBEK KALIO ANANDA ACEH,"3JQ5+RGX, JL. ACEH, BABAKAN CIAMIS, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40117",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4521,BEBEK KALIO ANANDA CABANG TELKOM GASIBU,"JL. AMBON NO.2, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4522,BEBEK DONI,"JL. BKR NO.19, PASIRLUYU, KEC. REGOL, KOTA BANDUNG,
  JAWA BARAT 40254",regol,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4523,BEBEK KALIYO ANANDA LENGKONG,"3JG8+GWP, JL. LENGKONG KECIL, PALEDANG, KEC.
  LENGKONG, KOTA BANDUNG, JAWA BARAT 40261",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4524,BEBEK KAMPOE'NG,"PASKAL FOOD MARKET, JALAN PASIRKALIKI NO.25-27,
  KEBON JERUK, ANDIR, KB. JERUK, KEC. ANDIR, KOTA BANDUNG, JAWA BARAT 40172",andir,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4525,BEBEK KOMAR,"BELAKANG MASJID DT, JL. GEGERKALONG GIRANG GG.
  DARMAWINATA NO.40, ISOLA, KEC. SUKASARI, KOTA BANDUNG, JAWA BARAT 40153",sukasari,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4526,BEBEK KREMES WENGI CAB. BANDUNG,"3J43+9M7, JL. H. KURDI 1, KARASAK, KEC.
  ASTANAANYAR, KOTA BANDUNG, JAWA BARAT 40243",astanaanyar,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4527,BEBEK KREMES WONG JOGJA,"JL. MERDEKA NO.56 LT.3, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4528,BEBEK MADURA CAK MUS,"JL. VETERAN NO.35, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4529,BEBEK MADURA MAS WANTO,"JL. CIKURAY NO.11, LKR. SEL., KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40263",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4530,BEBEK MAMPRANG,"3JQP+8XJ, JL. JEND. A. YANI, DEPAN JL. BOGOR
  SAMPING AWUG CIBEUNYING, SUKAMAJU, KEC. CIBEUNYING KIDUL, KOTA BANDUNG, JAWA
  BARAT 40121",cibeunying kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4531,BEBEK MERAPI MEGA SARI,"JL. PHH. MUSTOFA NO.12, CIKUTRA, KEC. CIBEUNYING
  KIDUL, KOTA BANDUNG, JAWA BARAT 40124",cibeunying kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4532,BEBEK NGARASAN,"JL. TUBAGUS ISMAIL NO.21, SEKELOA, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40134",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4533,BEBEK OM ARIS,"CIHAPIT, KEC. BANDUNG WETAN, KOTA BANDUNG, JAWA
  BARAT",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,28848.0,3.44,8386.05
4534,BEBEK RACING,"JL. LENGKONG KECIL NO.56, PALEDANG, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40261",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4535,BEBEK SALERO,"JL. DEWI SARTIKA NO.39, BALONGGEDE, KEC. REGOL,
  KOTA BANDUNG, JAWA BARAT 40251",regol,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4536,BEBEK GORENG PAK QOMAR,"3JQ9+88P, JL. LOMBOK, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4537,BEBEK SAWAH TERBANG,"JL. AHMAD YANI GG. PHILPS NO.56/125A, JL. KEBONWARU
  SELATAN NO.07, RT.05, KEBONWARU, KEC. BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT
  40272",batununggal,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4538,"BEBEK SETAN ""MR. DUCKLICIOUS"" LODAYA","JL. LODAYA NO.105, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40264",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4539,BEBEK SETAN VERY DUCKLICIOUS,"JL. AMBON NO.2, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40114",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4540,BEBEK SINJAYA,"JL. RAA. MARTANEGARA 45Â, GUMURUH, BATUNUNGGAL,
  BANDUNG CITY, WEST JAVA 40275",batununggal,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,121469.0,4.82,25201.04
4541,BEBEK SINJAYA CABANG 45 SUKAGALIH,"JL. SUKAGALIH NO.123, SUKABUNGAH, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40163",sukajadi,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4542,BEBEK TALIWANG DU,"JL. DIPATI UKUR NO.68-2, LEBAKGEDE, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4543,BEBEK TUTUNG ABDUL,"JL. PASIRLUYU TIMUR NO.3, ANCOL, KEC. REGOL, KOTA
  BANDUNG, JAWA BARAT 40254",regol,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4544,BEBEK WARAS,"JL. EMONG NO.44, BURANGRANG, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40262",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4545,BEBEKPEDIA,"JL. H. HASAN NO.19, LEBAKGEDE, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40132",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4546,BEBEKRATON,"PARIS VAN JAVA, PARIS VAN JAVA LT. LG, JL. SUKAJADI
  NO.131-139, CIPEDES, KEC. SUKAJADI, KOTA BANDUNG, JAWA BARAT 40162",sukajadi,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4547,BECKY'S,"JL. KYAI GEDE UTAMA NO.25, LEBAKGEDE, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4548,BIHUN BEBEK ADAN,"3JH2+J6X, KARANG ANYAR, ASTANAANYAR, BANDUNG CITY,
  WEST JAVA 40241",astanaanyar,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,73232.0,2.68,27325.37
4549,BEBEK KALIO BANG AZKA,"JL. DIPATI UKUR NO.29-31, LEBAKGEDE, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4550,BOEMI PAWON RESTO,"JL. GANDAPURA NO.33, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4551,BRAGA JAYA RUMAH MAKAN,"JL. BRAGA NO.25, BRAGA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40111",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4552,BRAGA PERMAI BANDUNG,"JL. BRAGA NO.58, BRAGA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40111",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4553,BRUNO BAKEHOUSE (TEUKU UMAR),"JL. TEUKU UMAR NO.5, LEBAKGEDE, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40132",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4554,BUGARITZ CAFE,"JL. HASANUDIN NO.5, LEBAKGEDE, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40132",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4555,BEBEK SAMBAL IJO KANG OCIN,"2JXG+CQV, BATUNUNGGAL, BANDUNG KIDUL, BANDUNG CITY,
  WEST JAVA 40266",bandung kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,61419.0,5.42,11331.92
4556,BURGER KING,"BANDUNG INDAH PLAZA GROUND FLOOR UNIT T-03,05, GF
  50B, T-TERAS B, JL. MERDEKA NO.56, JAWA BARAT 40115",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4557,CAFE HONGKONGER / 香港仔冰室,"RUKO, MEKARWANGI, JL. INDRAYASA NO.118, CIBADUYUT,
  KEC. BOJONGLOA KIDUL, KOTA BANDUNG, JAWA BARAT 40237",bojongloa kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4558,CAK MADENG'S MADURA DUCK RICE,"JL. KEBON JATI NO.162, KB. JERUK, KEC. ANDIR, KOTA
  BANDUNG, JAWA BARAT 40181",andir,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4559,CAPTAIN'S SEAFOOD,"JL. SOKA NO.17, MERDEKA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40113",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4560,CARL'S JR,"JL. L. L. R.E. MARTADINATA NO.18, CITARUM, KEC.
  BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40113",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4561,CFC,"JL. KEPATIHAN NO.18, BALONGGEDE, KEC. REGOL, KOTA
  BANDUNG, JAWA BARAT 40521",regol,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4562,BUNNY SUSHI BANDUNG,"JL. SOEKARNO HATTA NO.372, KB. LEGA, KEC. BOJONGLOA
  KIDUL, KOTA BANDUNG, JAWA BARAT 40235",bojongloa kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4563,CRISBAR,"JL. CISITU INDAH NO.2C, DAGO, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40135",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4564,CSTAR BAR & RESTO,"JL. RANGGAMALELA NO.13, TAMANSARI, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40116",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4565,CUDETO CAFE & RESTO,"JL. CILAKI NO.34, CIHAPIT, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40114",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4566,D'PENYETZ D'CENDOL,"JL. VETERAN NO.38, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4567,DAGO TERRACE RESTO & CAFE,"JL. IR. H. JUANDA NO.139-A, LEBAKGEDE, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4568,DAPOER HERITAGE BY DAPOER PENYET,"JL. LAP. SUPRATMAN NO.1, CIHAPIT, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4569,DAPOER MIRASA,"JL. SAMOJA NO.RT.04/09 NO.138/121, SAMOJA, KEC.
  BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT 40273",batununggal,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4570,DAPUR 67 BANDUNG - HOMEMADE BAWANG GORENG DLL,"UNNAMED ROAD, GUMURUH, KEC. BATUNUNGGAL, KOTA
  BANDUNG, JAWA BARAT 40275",batununggal,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4571,DAPUR DAMARA,"JL. SUMATERA NO.27, RAILWAYS, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40111",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4572,DAPUR SOLO - CIHAMPELAS WALK,"JL. CIHAMPELAS, TAMANSARI, KECAMATAN COBLONG, KOTA
  BANDUNG, JAWA BARAT",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4573,DE SANIRASA - RESTORAN NUSANTARA BANDUNG,"KEL, JL. LAMPING NO.18, RT.001/RW.005, PASTEUR,
  KEC. SUKAJADI, KOTA BANDUNG, JAWA BARAT 40161",sukajadi,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4574,"DIGUDANG (KAFE, COFFEE SHOP, DAN TEMPAT NONGKRONG
  MALAM DI BANDUNG)","JL. GUDANG SELATAN NO.22, MERDEKA, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4575,DINO DONUTS,"JL. SABANG NO.1A, CIHAPIT, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40114",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4576,DOUBLE STEAK BENGAWAN,"JL. BENGAWAN NO.78, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4577,DU DIMSUM KEDAI 1,"JL. H. WASID NO.11, LEBAKGEDE, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40132",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4578,EATBOSS DAGO,"JL. IR. H. JUANDA NO.72, LEBAKGEDE, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4579,EMA KITCHEN,"YOGYA SUNDA, FOODLIFE TOSERBA, JL. SUNDA NO.60
  LANTAI 4, KB. PISANG, KEC. SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4580,DAPOER IBU ANI AYAM BAKAR,"JALAN CIHAURKUKU GG. ABAH EMED, DEPAN MARTABAK
  AIDOLAY, RT.01/RW.01, ANTAPANI WETAN, KEC. ANTAPANI, KOTA BANDUNG, JAWA BARAT
  40291",antapani,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4581,ZENBU PARIS VAN JAVA,"PARIS VAN JAVA, JL. SUKAJADI NO.131-139, CIPEDES,
  KEC. SUKAJADI, KOTA BANDUNG, JAWA BARAT 40162",sukajadi,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4582,GIGGLE BOX GANDAPURA,"JL. GANDAPURA NO.75, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4583,GIGGLE BOX ISTANA PLAZA,"ISTANA PLAZA FIRST FLOOR, JL. PASIR KALIKI
  NO.121-123, PAMOYANAN, CICENDO, BANDUNG CITY, WEST JAVA 40173",cicendo,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4584,GIGGLE BOX KOPO,"JL. RAYA KOPO NO.599, MARGASUKA, KEC. BABAKAN
  CIPARAY, KOTA BANDUNG, JAWA BARAT 40225",babakan ciparay,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4585,GIGGLE BOX TSM,"TRANS STUDIO MALL, JL. GATOT SUBROTO NO.,289,
  CIBANGKONG, KEC. BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT 40273",batununggal,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4586,GIGGLEBOX,"JONAS PHOTO BUILDING, JL. TERUSAN BUAH BATU NO.40,
  BATUNUNGGAL, KEC. BANDUNG KIDUL, KOTA BANDUNG, JAWA BARAT 40266",bandung kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4587,GILL'S CAFE,"KOMP. MEKAR WANGI, JL. RADEN RANGGA KENCANA NO.40,
  MEKARWANGI, KEC. BOJONGLOA KIDUL, KOTA BANDUNG, JAWA BARAT 40237",bojongloa kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4588,GINZA TEPPANYAKI PVJ,"PARIS VAN JAVA, PARIS VAN JAVA RESORT LEVEL C19,
  JALAN SUKAJADI NO.131-139, CIPEDES, SUKAJADI, CIPEDES, KEC. SUKAJADI, KOTA
  BANDUNG, JAWA BARAT 40162",sukajadi,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4589,GLOSIS,"JL. CITARUM NO.12, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4590,WISATA KULINER: 57 DESTINASI NIKMAT,"JL. TERUSAN BUAH BATU NO.203-205, KUJANGSARI, KEC.
  BANDUNG KIDUL, KOTA BANDUNG, JAWA BARAT 40287",bandung kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4591,YOSHINOYA BEC,"ISTANA BEC LANTAI LG BLOK Z UNIT 8-9, JL.
  PURNAWARMAN NO.13-15, BABAKAN CIAMIS, KEC. SUMUR BANDUNG, KOTA BANDUNG, JAWA
  BARAT 40117",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4592,YOSHINOYA BRAGA,"JL. BRAGA NO.8, BABAKAN CIAMIS, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40111",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4593,YOSHINOYA KEBON JATI,"JL. KEBON JATI NO.216, KB. JERUK, KEC. ANDIR, KOTA
  BANDUNG, JAWA BARAT 40181",andir,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4594,YOSHINOYA SETIABUDHI,"JL. DR. SETIABUDI NO.49, RW.01, PASTEUR, KEC.
  SUKASARI, KOTA BANDUNG, JAWA BARAT 40161",sukasari,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4595,YOUNG LAMB SATAY HJ. MUTHMAINNAH,"JL. DR. DJUNJUNAN NO.150, SUKAGALIH, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40173",sukajadi,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4596,YUKITEI,"JL. CIHAMPELAS NO.185, CIPAGANTI, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40131",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4597,CAF E CINDE,"JL. PAHLAWAN NO.58 - NEGLASARI - KEC. CIBEUNYING
  KALER - KOTA BANDUNG - JAWA BARAT 40123",cibeunying kaler,restaurant,2022,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4598,MUNC_ COFFEE AND SPACE,"JL. CIWULAN NO.34 - CIHAPIT - KEC. BANDUNG WETAN -
  KOTA BANDUNG - JAWA BARAT 40114",bandung wetan,restaurant,2022,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4599,DCRUISE COFFEE AND SPACE,"JL. CIHAPIT NO.43 - CIHAPIT - KEC. BANDUNG WETAN -
  KOTA BANDUNG - JAWA BARAT 40291",bandung wetan,restaurant,2022,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4600,ADIEU CAF E,"JL. KARANG TINGGAL NO.28 - CIPEDES - KEC. SUKAJADI
  - KOTA BANDUNG - JAWA BARAT 40162",sukajadi,restaurant,2022,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4601,NGOPI JONS COFFEE & EATERY,"PARIS VAN JAVA - JL. SUKAJADI NO.810 - CIPEDES -
  KEC. SUKAJADI - KOTA BANDUNG - JAWA BARAT 40162",sukajadi,restaurant,2022,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4602,CAFE DROOFTOP BAHAGIA,"JL. CIKAPUNDUNG BARAT NO.8 - BRAGA - KEC. SUMUR
  BANDUNG - KOTA BANDUNG - JAWA BARAT 40111",sumur bandung,restaurant,2022,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4603,MONOLODGE,"JALAN CUKANG KAWUNG BLK. A-B NO.42 - JL. CUKANG
  KAWUNG BLK. A-B NO.42 - CIBEUNYING - KEC. CIMENYAN - KOTA BANDUNG - JAWA
  BARAT 40191",cibeunying kaler,restaurant,2022,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4604,GABA,"SUMMARECON GEDEBAGE - RUKO TOPAZ COMMERCIAL NO.18 -
  KOTA BANDUNG - JAWA BARAT 40295",gedebage,restaurant,2022,data_fnb_bandung_with_kecamatan_api_cleaned.csv,42071.0,9.96,4224.0
4605,DKOPI MEMORI CIUMBULEUIT,"JL. CIUMBULEUIT NO.156 - CIUMBULEUIT - KEC. CIDADAP
  - KOTA BANDUNG - JAWA BARAT 40142",cidadap,restaurant,2022,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
4606,OL POPS COFFEE MALABAR,"JL. TALAGA BODAS NO.29 - MALABAR - KEC. LENGKONG -
  KOTA BANDUNG - JAWA BARAT 40262",lengkong,restaurant,2022,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,
